team,date,AB,RS,H,HR,TB,BB,SF
ANA,20030913,32,1,8,0,9,3,0
ANA,20030914,32,2,6,0,8,6,0
ANA,20030915,36,3,8,1,13,1,0
ANA,20030916,33,3,9,1,14,8,0
ANA,20030917,29,1,2,0,2,3,1
ANA,20030919,33,2,7,1,14,1,0
ANA,20030920,32,2,6,2,15,2,0
ANA,20030921,40,10,18,1,25,11,0
ANA,20030922,32,0,6,0,6,1,0
ANA,20030923,37,2,7,1,10,3,0
ANA,20030924,31,4,8,0,10,2,1
ANA,20030926,31,5,7,0,10,5,0
ANA,20030927,33,2,10,0,14,5,1
ANA,20030928,36,4,12,1,15,1,0
ANA,20040406,41,8,12,3,25,2,0
ANA,20040407,43,6,16,3,28,4,0
ANA,20040408,37,5,9,0,11,3,0
ANA,20040409,39,2,9,2,17,0,0
ANA,20040410,34,6,8,0,11,3,0
ANA,20040411,38,6,13,1,17,2,0
ANA,20040412,33,6,8,0,11,9,1
ANA,20040413,34,5,11,2,19,3,0
ANA,20040414,38,5,14,1,21,3,1
ANA,20040415,29,1,5,1,10,1,0
ANA,20040416,33,0,6,0,7,0,0
ANA,20040417,32,2,7,2,14,4,0
ANA,20040418,32,1,5,0,6,4,0
ANA,20040420,36,3,9,1,15,4,0
ANA,20040421,28,1,6,0,7,2,1
ANA,20040422,31,5,8,2,17,5,1
ANA,20040423,40,9,14,2,24,3,0
ANA,20040424,39,6,13,1,21,1,0
ANA,20040425,38,2,7,1,10,2,0
ANA,20040427,39,10,15,0,21,5,0
ANA,20040428,33,1,8,1,11,1,0
ANA,20040429,44,10,14,2,25,4,0
ANA,20040430,36,3,9,0,13,3,1
ANA,20040501,35,1,10,0,12,3,0
ANA,20040502,33,3,7,0,10,3,0
ANA,20040503,36,9,14,1,20,5,0
ANA,20040504,38,9,13,3,24,3,0
ANA,20040505,29,5,7,2,14,4,0
ANA,20040506,32,5,11,1,14,7,0
ANA,20040507,31,1,8,0,10,1,0
ANA,20040508,33,4,9,1,15,5,1
ANA,20040509,34,7,11,2,22,4,1
ANA,20040511,39,5,12,3,25,1,1
ANA,20040512,38,10,11,2,21,4,0
ANA,20040513,36,2,7,1,11,2,0
ANA,20040514,42,7,15,1,24,6,1
ANA,20040515,38,6,11,2,19,3,0
ANA,20040516,32,0,5,0,5,1,0
ANA,20040518,41,1,11,0,12,3,0
ANA,20040519,33,2,7,0,7,1,0
ANA,20040520,34,2,9,0,10,1,0
ANA,20040521,36,5,12,0,14,1,0
ANA,20040522,32,2,9,1,13,2,0
ANA,20040523,33,8,12,2,20,4,0
ANA,20040524,38,5,12,3,24,6,0
ANA,20040526,35,4,8,1,17,3,0
ANA,20040527,32,1,4,0,4,2,0
ANA,20040528,36,3,10,1,15,1,0
ANA,20040529,36,4,13,0,16,4,1
ANA,20040530,32,2,5,1,8,1,0
ANA,20040601,34,6,9,0,12,9,0
ANA,20040602,39,7,17,2,26,4,1
ANA,20040603,35,5,11,1,18,0,0
ANA,20040604,37,6,9,1,17,6,0
ANA,20040605,32,1,7,1,10,2,0
ANA,20040606,30,0,5,0,5,2,0
ANA,20040608,57,0,4,0,4,3,0
ANA,20040609,38,1,14,1,17,2,0
ANA,20040610,31,5,8,0,9,6,0
ANA,20040611,29,3,8,0,12,0,1
ANA,20040612,39,5,13,0,16,3,0
ANA,20040613,57,4,13,1,16,5,0
ANA,20040615,36,3,11,1,17,2,0
ANA,20040616,36,3,10,0,13,2,0
ANA,20040617,33,2,7,0,8,0,0
ANA,20040618,32,0,5,0,6,1,0
ANA,20040619,38,6,13,2,26,6,1
ANA,20040620,35,1,8,0,10,5,0
ANA,20040621,37,10,13,1,21,5,0
ANA,20040622,32,5,9,0,13,3,1
ANA,20040623,32,1,8,0,10,1,0
ANA,20040624,28,1,4,0,5,3,1
ANA,20040625,47,8,22,4,38,4,1
ANA,20040626,35,4,8,3,18,3,0
ANA,20040627,33,5,7,0,13,5,0
ANA,20040629,34,4,9,0,11,3,0
ANA,20040630,32,1,5,1,8,2,0
ANA,20040701,38,2,12,1,16,6,0
ANA,20040702,30,7,9,0,11,4,3
ANA,20040703,33,3,6,2,12,4,0
ANA,20040704,35,1,9,0,11,0,0
ANA,20040706,36,3,10,1,15,4,0
ANA,20040707,38,8,13,3,24,3,1
ANA,20040708,39,8,14,0,18,3,1
ANA,20040709,40,5,16,0,17,4,0
ANA,20040710,39,8,12,1,19,8,0
ANA,20040711,38,5,12,0,17,1,0
ANA,20040715,38,7,16,1,22,4,0
ANA,20040716,32,2,7,1,11,4,0
ANA,20040717,36,8,13,2,19,5,0
ANA,20040718,31,2,5,1,9,1,1
ANA,20040719,39,5,10,0,12,5,0
ANA,20040720,36,5,12,1,16,0,0
ANA,20040721,32,2,5,0,6,2,0
ANA,20040722,42,11,17,0,20,4,0
ANA,20040723,39,6,13,2,22,5,0
ANA,20040724,43,6,14,3,24,5,1
ANA,20040725,33,2,6,2,14,2,0
ANA,20040726,41,1,13,0,15,0,0
ANA,20040727,31,2,8,0,9,4,0
ANA,20040728,34,1,10,0,12,1,0
ANA,20040729,53,2,12,2,19,4,0
ANA,20040730,33,4,11,2,18,4,0
ANA,20040731,45,7,16,2,23,5,1
ANA,20040801,33,3,7,1,12,1,1
ANA,20040803,33,0,11,0,11,2,0
ANA,20040804,37,3,10,1,15,1,0
ANA,20040805,39,8,15,0,16,2,2
ANA,20040806,35,2,7,1,12,2,0
ANA,20040807,35,7,10,0,14,7,1
ANA,20040808,34,6,8,1,12,3,2
ANA,20040809,37,5,11,0,12,4,0
ANA,20040810,32,3,6,0,9,6,0
ANA,20040811,32,4,6,1,12,5,0
ANA,20040812,33,1,6,1,10,3,0
ANA,20040813,38,3,9,0,12,2,0
ANA,20040814,38,10,17,4,30,2,1
ANA,20040815,27,3,6,0,8,3,0
ANA,20040817,37,2,9,1,12,1,0
ANA,20040818,34,6,8,1,13,5,1
ANA,20040819,41,4,12,3,22,5,0
ANA,20040820,38,4,13,2,19,3,0
ANA,20040821,40,5,13,2,22,4,0
ANA,20040822,33,2,10,1,15,3,1
ANA,20040823,36,7,13,2,19,4,0
ANA,20040824,40,6,15,1,20,6,2
ANA,20040825,47,15,22,3,36,6,0
ANA,20040827,37,7,16,2,24,0,1
ANA,20040828,32,1,6,0,6,1,0
ANA,20040829,32,3,7,1,14,3,0
ANA,20040831,41,3,15,1,22,0,0
ANA,20040901,37,7,11,0,15,9,1
ANA,20040902,34,3,8,0,13,1,0
ANA,20040903,38,7,13,3,24,4,1
ANA,20040904,36,6,9,0,13,6,1
ANA,20040905,32,2,7,1,11,2,0
ANA,20040907,34,4,11,2,18,1,0
ANA,20040908,28,0,2,0,2,1,0
ANA,20040909,33,4,7,2,15,2,0
ANA,20040910,34,4,11,1,15,7,0
ANA,20040911,36,5,10,1,13,2,0
ANA,20040912,38,11,15,0,21,3,0
ANA,20040913,35,3,8,1,14,4,0
ANA,20040914,34,2,8,0,8,2,0
ANA,20040915,29,0,2,0,4,2,0
ANA,20040916,33,3,5,0,8,4,0
ANA,20040917,40,9,15,4,29,2,0
ANA,20040918,33,0,6,0,6,5,0
ANA,20040919,32,0,6,0,6,1,0
ANA,20040920,34,4,12,0,13,4,1
ANA,20040921,35,3,7,0,10,2,0
ANA,20040922,34,4,7,3,16,3,0
ANA,20040924,32,3,7,1,11,3,1
ANA,20040925,31,3,8,1,13,6,0
ANA,20040926,33,4,9,2,17,3,0
ANA,20040927,35,5,7,1,13,3,0
ANA,20040928,36,5,11,4,24,7,0
ANA,20040929,42,4,11,1,18,8,0
ANA,20040930,35,2,8,2,15,1,0
ANA,20041001,39,7,14,2,24,6,0
ANA,20041002,35,4,7,1,11,3,0
ANA,20041003,33,2,6,0,9,2,0
ANA,20050405,29,3,6,1,11,1,0
ANA,20050406,41,1,7,0,11,8,0
ANA,20050407,37,5,12,1,18,4,0
ANA,20050408,32,2,5,0,6,0,0
ANA,20050409,34,8,10,1,16,2,1
ANA,20050410,35,2,6,1,13,0,0
ANA,20050411,41,7,13,2,22,3,1
ANA,20050412,39,10,14,0,21,8,2
ANA,20050413,37,5,9,1,17,2,0
ANA,20050415,35,6,8,1,12,5,0
ANA,20050416,32,0,4,0,4,2,0
ANA,20050417,33,3,8,2,15,4,0
ANA,20050418,34,3,13,2,20,2,1
ANA,20050419,38,3,9,2,17,2,0
ANA,20050420,28,2,5,1,8,2,0
ANA,20050421,38,6,12,1,20,3,1
ANA,20050422,35,3,9,0,14,1,0
ANA,20050423,34,9,11,0,13,3,1
ANA,20050424,28,1,6,1,12,1,0
ANA,20050426,35,4,8,0,10,4,0
ANA,20050427,37,3,12,2,20,1,0
ANA,20050428,37,3,9,0,11,1,0
ANA,20050429,36,4,12,1,19,1,0
ANA,20050430,33,1,7,0,9,0,1
ANA,20050501,28,2,2,2,8,2,0
ANA,20050502,31,3,5,2,13,7,0
ANA,20050503,38,4,8,1,12,0,0
ANA,20050504,35,4,10,1,14,9,0
ANA,20050506,29,4,7,0,10,4,0
ANA,20050507,31,1,5,1,8,1,0
ANA,20050508,29,1,3,1,6,2,0
ANA,20050509,30,0,2,0,3,1,0
ANA,20050510,33,3,11,2,18,4,0
ANA,20050511,35,2,7,1,11,1,0
ANA,20050514,72,6,18,0,23,2,0
ANA,20050515,39,7,11,1,15,3,0
ANA,20050516,33,3,7,0,8,2,0
ANA,20050517,40,4,15,0,18,4,1
ANA,20050518,29,2,5,0,5,2,1
ANA,20050520,36,6,9,1,15,7,1
ANA,20050521,34,3,8,1,12,3,0
ANA,20050522,34,2,9,1,13,0,0
ANA,20050523,35,4,13,1,20,1,0
ANA,20050524,37,1,4,0,5,2,0
ANA,20050525,34,2,8,0,12,0,0
ANA,20050526,29,2,5,1,11,1,0
ANA,20050527,40,6,12,1,18,3,0
ANA,20050528,37,13,16,2,26,6,1
ANA,20050529,32,6,10,0,14,3,0
ANA,20050530,37,4,10,1,14,2,0
ANA,20050531,33,4,9,1,14,3,0
ANA,20050601,41,9,13,1,18,6,0
ANA,20050603,38,3,13,1,18,1,0
ANA,20050604,44,11,17,2,29,6,0
ANA,20050605,35,3,10,1,16,3,0
ANA,20050606,38,4,13,0,15,0,0
ANA,20050607,31,2,5,1,10,2,0
ANA,20050608,38,8,12,0,16,10,1
ANA,20050610,39,7,13,3,23,5,2
ANA,20050611,37,3,8,0,10,0,1
ANA,20050612,34,4,8,0,11,5,0
ANA,20050613,41,9,20,3,35,1,0
ANA,20050614,39,3,11,0,13,3,0
ANA,20050615,30,0,4,0,4,5,0
ANA,20050617,41,3,9,1,13,1,0
ANA,20050618,37,2,14,2,21,3,0
ANA,20050619,37,5,11,0,13,6,1
ANA,20050620,38,4,15,1,22,0,1
ANA,20050621,37,8,15,0,17,2,0
ANA,20050622,36,4,13,2,23,4,0
ANA,20050624,34,5,8,2,15,1,0
ANA,20050625,28,3,4,0,6,3,0
ANA,20050626,32,5,10,0,13,3,0
ANA,20050627,44,12,20,2,33,3,1
ANA,20050628,40,2,9,1,14,4,0
ANA,20050629,42,4,9,2,17,1,0
ANA,20050630,36,5,10,2,19,2,0
ANA,20050701,35,5,10,0,13,4,0
ANA,20050702,37,5,14,0,17,1,0
ANA,20050703,26,5,12,0,16,1,0
ANA,20050704,36,4,9,2,18,3,0
ANA,20050705,29,2,6,1,10,4,0
ANA,20050706,38,5,12,2,18,4,0
ANA,20050707,34,2,6,1,11,2,0
ANA,20050708,36,2,11,2,19,3,0
ANA,20050709,32,3,7,1,11,3,0
ANA,20050710,35,3,8,1,13,2,0
ANA,20050714,34,3,9,0,12,6,0
ANA,20050715,32,3,5,0,7,0,1
ANA,20050716,35,4,7,0,9,0,0
ANA,20050717,32,1,5,1,8,3,0
ANA,20050718,30,4,8,0,9,2,1
ANA,20050719,32,1,4,0,5,3,0
ANA,20050720,31,0,7,0,8,3,0
ANA,20050721,31,3,8,1,12,4,1
ANA,20050722,35,6,10,0,10,2,0
ANA,20050723,32,6,11,1,17,7,0
ANA,20050724,33,1,9,0,9,3,0
ANA,20050726,34,0,8,0,9,2,0
ANA,20050727,41,2,10,1,15,2,0
ANA,20050728,64,0,9,0,12,4,0
ANA,20050729,35,3,10,2,17,0,0
ANA,20050730,39,5,9,1,13,4,0
ANA,20050731,38,5,9,2,18,5,1
ANA,20050802,38,8,14,3,27,4,0
ANA,20050803,33,8,10,0,12,6,0
ANA,20050804,35,1,4,0,6,5,0
ANA,20050805,32,5,9,3,18,2,1
ANA,20050806,35,3,12,1,19,4,1
ANA,20050807,33,5,10,3,19,9,0
ANA,20050809,40,5,12,1,17,2,0
ANA,20050810,32,3,5,1,9,6,0
ANA,20050811,34,4,8,1,16,8,0
ANA,20050812,39,9,13,3,22,2,1
ANA,20050813,42,7,15,2,23,1,0
ANA,20050814,38,5,14,3,23,5,1
ANA,20050815,44,4,13,0,16,4,0
ANA,20050816,32,3,6,0,6,4,0
ANA,20050817,34,1,8,0,8,2,0
ANA,20050818,40,9,15,3,27,5,0
ANA,20050819,37,3,8,0,9,2,0
ANA,20050820,31,4,7,0,8,4,1
ANA,20050821,33,1,8,0,10,4,0
ANA,20050823,42,7,16,0,18,3,0
ANA,20050824,34,3,8,0,9,6,0
ANA,20050825,36,0,10,0,11,1,0
ANA,20050826,40,6,14,1,19,4,1
ANA,20050827,34,3,8,1,13,0,1
ANA,20050828,33,1,6,1,10,1,0
ANA,20050830,36,1,4,1,7,4,0
ANA,20050831,29,2,6,0,8,1,0
ANA,20050901,32,2,10,1,14,4,0
ANA,20050902,33,4,10,2,19,2,1
ANA,20050903,38,2,9,0,10,4,0
ANA,20050904,30,2,9,2,16,3,0
ANA,20050906,33,2,8,1,16,3,0
ANA,20050907,36,3,9,0,12,1,0
ANA,20050908,33,2,8,0,11,4,0
ANA,20050909,49,5,13,1,18,4,0
ANA,20050910,36,8,10,3,21,2,2
ANA,20050911,35,6,11,4,25,1,2
ANA,20050912,30,1,4,0,6,3,1
ANA,20050913,32,1,8,0,10,1,0
ANA,20050914,43,9,16,0,18,3,1
ANA,20050915,34,5,8,3,17,3,1
ANA,20050916,49,7,17,0,20,4,0
ANA,20050917,28,0,4,0,5,4,0
ANA,20050918,34,5,11,0,14,1,0
ANA,20050920,31,2,7,1,10,2,0
ANA,20050921,34,6,10,0,12,3,0
ANA,20050922,33,7,9,1,15,4,0
ANA,20050923,33,7,8,1,14,1,0
ANA,20050924,33,4,10,2,22,1,0
ANA,20050925,35,4,9,0,11,2,1
ANA,20050926,34,3,6,1,11,1,0
ANA,20050927,35,4,10,1,15,0,0
ANA,20050928,33,1,6,0,6,1,0
ANA,20050929,34,6,10,2,17,4,0
ANA,20050930,38,4,12,1,17,8,0
ANA,20051001,43,6,15,3,28,3,0
ANA,20051002,36,4,9,1,14,7,0
ANA,20060403,36,4,11,1,16,3,0
ANA,20060404,39,5,12,3,24,4,0
ANA,20060405,35,3,9,2,16,2,0
ANA,20060407,31,3,8,1,12,3,0
ANA,20060408,29,3,7,0,9,0,0
ANA,20060409,33,1,6,0,6,2,0
ANA,20060410,35,5,11,0,14,1,0
ANA,20060411,33,5,11,0,15,2,1
ANA,20060412,34,3,8,0,12,3,1
ANA,20060414,36,4,7,4,19,1,0
ANA,20060415,34,2,9,0,14,0,0
ANA,20060416,40,5,13,3,25,2,0
ANA,20060417,36,2,7,0,8,2,0
ANA,20060418,38,7,13,1,19,1,0
ANA,20060419,41,8,13,1,20,4,1
ANA,20060420,39,5,13,0,15,2,1
ANA,20060421,31,3,6,1,11,3,1
ANA,20060422,35,5,8,1,12,2,0
ANA,20060423,36,4,12,1,17,1,0
ANA,20060424,27,3,5,1,11,3,1
ANA,20060425,32,2,3,0,4,1,0
ANA,20060426,32,3,9,1,13,4,0
ANA,20060428,35,4,8,1,12,5,0
ANA,20060429,31,1,5,0,7,2,0
ANA,20060430,30,4,5,1,10,2,1
ANA,20060501,34,0,6,0,6,2,0
ANA,20060502,31,2,7,1,11,5,1
ANA,20060503,30,1,4,0,4,3,1
ANA,20060504,40,5,15,3,26,3,0
ANA,20060505,36,3,9,0,15,3,0
ANA,20060506,32,3,6,1,10,5,0
ANA,20060507,31,1,2,0,2,1,1
ANA,20060508,30,1,4,0,6,2,0
ANA,20060509,31,1,5,0,11,0,0
ANA,20060510,40,11,11,1,18,7,0
ANA,20060512,33,8,10,2,16,10,0
ANA,20060513,55,4,14,1,20,4,0
ANA,20060514,34,2,7,1,11,5,0
ANA,20060516,35,7,11,1,16,6,0
ANA,20060517,29,0,2,0,2,1,0
ANA,20060518,41,4,11,1,16,3,0
ANA,20060519,36,2,10,1,14,2,0
ANA,20060520,38,3,10,1,17,0,0
ANA,20060521,31,0,4,0,6,4,0
ANA,20060522,34,2,9,0,11,4,0
ANA,20060523,39,6,14,2,24,4,1
ANA,20060524,37,7,9,1,13,4,0
ANA,20060526,32,4,10,2,19,2,1
ANA,20060527,39,6,14,3,26,4,0
ANA,20060528,33,5,11,0,14,5,2
ANA,20060529,43,4,12,0,14,5,0
ANA,20060530,30,5,7,1,11,4,1
ANA,20060531,28,1,3,0,4,5,0
ANA,20060602,35,6,10,3,19,6,2
ANA,20060603,30,2,6,0,7,3,0
ANA,20060604,42,13,16,4,32,5,1
ANA,20060605,35,0,11,0,11,4,0
ANA,20060606,43,11,17,1,25,3,0
ANA,20060607,37,4,11,2,20,4,1
ANA,20060609,35,1,8,0,9,1,0
ANA,20060610,41,5,16,2,26,4,0
ANA,20060611,30,2,4,0,5,0,1
ANA,20060612,30,4,9,0,11,5,1
ANA,20060613,29,4,7,0,9,4,0
ANA,20060614,30,1,5,1,9,4,0
ANA,20060615,36,2,9,1,13,2,0
ANA,20060616,35,3,9,2,15,1,0
ANA,20060617,28,1,3,1,6,3,0
ANA,20060618,32,3,6,0,9,3,0
ANA,20060619,29,0,2,0,2,4,0
ANA,20060620,35,2,9,1,14,4,0
ANA,20060621,35,5,11,1,17,4,0
ANA,20060623,34,8,9,2,18,7,1
ANA,20060624,51,5,12,1,21,4,0
ANA,20060625,33,6,8,1,14,6,0
ANA,20060626,31,5,8,0,10,4,0
ANA,20060627,36,4,10,1,14,0,0
ANA,20060628,37,2,10,0,15,5,0
ANA,20060630,34,1,8,0,11,1,0
ANA,20060701,36,8,13,2,20,3,0
ANA,20060702,31,2,7,1,13,5,0
ANA,20060703,37,6,11,1,14,6,0
ANA,20060704,37,12,15,2,24,5,3
ANA,20060705,34,2,6,2,13,2,0
ANA,20060706,37,5,12,4,26,4,0
ANA,20060707,32,2,6,2,12,1,0
ANA,20060708,39,5,12,2,23,4,1
ANA,20060709,36,4,11,1,17,1,0
ANA,20060714,34,4,11,1,15,5,0
ANA,20060715,35,5,13,2,21,6,1
ANA,20060716,35,7,12,0,17,4,0
ANA,20060717,39,8,17,2,26,2,0
ANA,20060718,34,7,10,2,19,4,0
ANA,20060719,38,4,13,1,18,1,1
ANA,20060720,35,4,7,0,10,4,0
ANA,20060721,32,2,6,1,11,3,0
ANA,20060722,34,4,6,0,10,5,0
ANA,20060723,29,3,5,0,7,6,0
ANA,20060724,36,8,11,1,17,6,2
ANA,20060725,36,3,13,0,17,1,1
ANA,20060726,48,15,20,1,30,4,0
ANA,20060728,42,8,15,0,18,1,0
ANA,20060729,42,5,10,1,16,5,1
ANA,20060730,39,10,16,3,31,1,1
ANA,20060731,33,1,8,1,12,0,0
ANA,20060801,33,3,9,0,12,3,0
ANA,20060802,35,2,9,0,9,0,1
ANA,20060803,42,4,9,2,16,4,0
ANA,20060804,34,3,10,1,16,0,1
ANA,20060805,36,8,13,2,23,7,1
ANA,20060806,38,5,13,2,19,4,0
ANA,20060807,36,6,8,3,18,4,0
ANA,20060808,38,5,11,2,18,2,0
ANA,20060809,33,0,9,0,9,1,0
ANA,20060810,39,1,13,1,18,0,0
ANA,20060811,36,6,11,3,22,2,0
ANA,20060812,30,2,4,0,5,4,1
ANA,20060813,39,5,15,1,18,4,0
ANA,20060814,36,2,9,0,11,2,0
ANA,20060815,38,7,11,1,19,5,0
ANA,20060816,33,2,7,1,11,3,0
ANA,20060817,28,5,8,0,12,6,2
ANA,20060818,34,2,9,1,13,3,0
ANA,20060819,39,9,14,1,26,1,0
ANA,20060820,35,3,9,0,12,2,0
ANA,20060822,34,4,11,1,17,2,0
ANA,20060823,36,3,11,0,15,6,0
ANA,20060824,31,1,6,0,7,3,0
ANA,20060825,38,5,16,0,23,4,2
ANA,20060826,37,10,16,2,30,7,0
ANA,20060827,41,6,11,0,13,6,0
ANA,20060828,31,0,5,0,5,0,0
ANA,20060829,36,4,9,2,17,2,0
ANA,20060830,38,5,12,1,20,6,0
ANA,20060901,31,0,5,0,5,4,0
ANA,20060902,42,6,11,1,17,8,0
ANA,20060903,30,2,3,1,6,3,0
ANA,20060904,29,1,5,0,7,3,0
ANA,20060905,38,3,13,1,17,5,1
ANA,20060906,39,8,15,1,25,3,1
ANA,20060908,30,4,8,2,16,2,0
ANA,20060909,32,1,6,0,9,5,0
ANA,20060910,34,3,12,1,16,5,1
ANA,20060911,32,2,8,0,11,1,0
ANA,20060912,42,3,13,1,19,4,0
ANA,20060913,28,0,1,0,1,0,0
ANA,20060914,33,1,7,1,11,0,0
ANA,20060915,38,2,7,1,10,5,0
ANA,20060916,37,6,14,1,22,1,1
ANA,20060917,33,1,9,1,14,4,0
ANA,20060919,32,5,6,2,13,4,0
ANA,20060920,34,3,9,0,14,3,1
ANA,20060922,43,4,10,1,15,6,0
ANA,20060923,33,6,10,0,14,3,2
ANA,20060924,35,5,9,1,15,2,1
ANA,20060925,41,7,18,3,27,2,0
ANA,20060926,38,2,11,1,14,0,0
ANA,20060927,35,3,11,1,15,4,0
ANA,20060928,28,2,8,1,11,3,0
ANA,20060929,35,6,12,1,16,1,2
ANA,20060930,36,7,12,2,21,6,0
ANA,20061001,37,8,11,3,21,9,1
ANA,20070402,31,4,9,1,14,3,0
ANA,20070403,35,7,13,1,16,6,0
ANA,20070404,34,4,11,0,13,2,0
ANA,20070405,34,2,9,2,17,1,0
ANA,20070406,32,3,8,2,16,4,0
ANA,20070407,29,1,8,0,11,3,0
ANA,20070408,34,1,6,0,7,2,0
ANA,20070410,39,6,14,0,16,4,0
ANA,20070411,36,4,9,0,11,5,0
ANA,20070412,34,1,7,0,8,2,0
ANA,20070413,31,1,5,0,7,3,0
ANA,20070414,32,0,5,0,6,1,0
ANA,20070416,34,2,8,2,15,2,0
ANA,20070417,30,1,4,0,5,3,0
ANA,20070418,32,0,5,0,7,0,0
ANA,20070420,38,7,14,2,25,2,0
ANA,20070421,34,6,12,1,16,8,0
ANA,20070422,36,5,11,0,17,2,0
ANA,20070423,37,4,9,1,12,6,0
ANA,20070424,43,8,13,0,15,2,0
ANA,20070425,35,9,11,0,14,3,0
ANA,20070426,36,9,13,1,22,3,0
ANA,20070427,31,2,7,1,10,6,0
ANA,20070428,32,3,6,1,10,1,0
ANA,20070429,36,5,12,2,18,3,0
ANA,20070430,35,3,10,0,14,1,0
ANA,20070501,40,3,13,1,22,2,0
ANA,20070502,34,1,6,0,9,1,0
ANA,20070503,32,1,3,1,6,2,0
ANA,20070504,30,4,8,0,9,4,0
ANA,20070505,34,2,8,0,11,1,0
ANA,20070506,41,3,11,1,16,6,0
ANA,20070508,29,1,3,0,4,3,0
ANA,20070509,34,2,11,2,21,1,0
ANA,20070510,37,5,13,1,20,1,0
ANA,20070511,34,5,9,0,11,3,0
ANA,20070512,39,4,10,0,12,3,0
ANA,20070513,41,4,13,4,26,3,0
ANA,20070514,34,4,7,1,11,6,0
ANA,20070515,35,3,8,0,10,3,0
ANA,20070516,37,5,10,0,12,1,0
ANA,20070517,39,6,12,1,17,3,0
ANA,20070518,36,7,11,0,14,2,0
ANA,20070519,32,5,10,1,15,3,0
ANA,20070520,33,4,9,0,12,0,0
ANA,20070522,35,3,9,3,20,2,0
ANA,20070523,38,5,13,3,25,2,0
ANA,20070524,30,0,4,0,4,5,0
ANA,20070525,40,8,14,2,26,6,0
ANA,20070526,32,3,6,0,10,4,0
ANA,20070527,31,3,8,0,9,5,0
ANA,20070528,37,3,14,0,17,5,0
ANA,20070529,32,3,9,1,15,3,0
ANA,20070530,35,3,11,3,21,5,0
ANA,20070531,34,2,9,0,12,7,0
ANA,20070601,31,3,9,0,10,4,0
ANA,20070602,32,5,7,1,10,7,0
ANA,20070603,29,2,5,1,9,1,0
ANA,20070604,45,12,23,4,40,3,0
ANA,20070605,32,5,10,1,13,3,0
ANA,20070606,39,5,10,1,16,1,0
ANA,20070608,42,8,17,0,22,6,0
ANA,20070609,45,7,18,1,23,4,0
ANA,20070610,36,5,9,1,14,3,0
ANA,20070612,39,3,11,2,20,4,0
ANA,20070613,36,5,11,0,14,3,0
ANA,20070614,38,7,11,0,13,5,0
ANA,20070615,32,1,6,0,7,1,0
ANA,20070616,35,3,8,0,9,6,0
ANA,20070617,43,8,15,0,18,5,0
ANA,20070618,42,9,19,0,23,5,0
ANA,20070619,39,2,12,0,15,1,0
ANA,20070620,31,4,7,2,13,5,0
ANA,20070622,46,5,18,1,26,2,0
ANA,20070623,40,7,17,1,23,4,0
ANA,20070624,39,3,10,0,14,6,0
ANA,20070625,32,1,6,0,8,1,0
ANA,20070626,36,3,10,1,17,1,0
ANA,20070627,34,0,10,0,11,1,0
ANA,20070629,40,8,14,2,22,4,0
ANA,20070630,31,3,5,0,9,4,0
ANA,20070701,31,3,4,2,11,0,0
ANA,20070703,33,3,5,0,7,1,0
ANA,20070704,29,2,5,0,5,2,0
ANA,20070705,34,4,10,0,14,4,0
ANA,20070706,37,8,12,0,16,3,0
ANA,20070707,48,2,9,0,11,1,0
ANA,20070708,31,0,5,0,5,3,0
ANA,20070713,30,2,7,0,10,4,0
ANA,20070714,36,9,13,0,16,7,0
ANA,20070715,41,3,8,0,9,5,0
ANA,20070717,36,3,10,0,15,1,0
ANA,20070718,33,2,6,0,7,1,0
ANA,20070719,33,3,10,0,13,1,0
ANA,20070720,35,4,10,0,13,3,0
ANA,20070721,33,2,7,0,11,0,0
ANA,20070722,38,6,13,1,20,5,0
ANA,20070723,38,6,11,1,16,7,0
ANA,20070724,33,2,6,0,9,2,0
ANA,20070725,41,7,15,0,18,3,0
ANA,20070727,36,10,13,0,19,4,0
ANA,20070728,33,6,13,2,21,7,0
ANA,20070729,37,9,13,0,18,6,0
ANA,20070730,31,0,4,0,4,1,0
ANA,20070731,40,7,14,4,30,5,0
ANA,20070801,47,5,13,2,21,3,0
ANA,20070802,38,4,9,2,17,4,0
ANA,20070803,32,2,7,2,14,3,0
ANA,20070804,33,0,8,0,9,2,0
ANA,20070805,36,3,10,0,14,4,0
ANA,20070806,33,3,10,1,18,1,0
ANA,20070807,39,10,14,1,23,5,0
ANA,20070808,37,4,11,0,13,5,0
ANA,20070810,33,6,12,1,15,8,0
ANA,20070811,28,2,4,1,8,2,0
ANA,20070812,34,4,11,2,22,6,0
ANA,20070814,30,1,5,0,5,1,0
ANA,20070815,31,1,5,0,5,3,0
ANA,20070816,30,4,4,1,9,3,0
ANA,20070817,75,9,21,1,30,5,0
ANA,20070818,36,3,9,2,18,0,0
ANA,20070819,32,2,6,0,7,3,0
ANA,20070820,39,7,11,0,17,6,0
ANA,20070821,40,12,17,2,30,9,0
ANA,20070822,36,2,9,1,13,2,0
ANA,20070823,33,4,8,2,14,3,0
ANA,20070824,36,3,12,0,13,0,0
ANA,20070825,32,1,8,0,11,2,0
ANA,20070826,30,2,6,1,10,0,0
ANA,20070827,37,3,12,1,20,1,0
ANA,20070828,38,9,14,2,24,6,0
ANA,20070829,44,8,17,2,25,2,0
ANA,20070831,41,6,12,1,17,3,0
ANA,20070901,37,3,10,1,16,5,0
ANA,20070902,32,6,8,1,14,8,0
ANA,20070903,36,6,12,3,24,3,0
