retroID,Y,team,W,L,G,GS,IP,SO,BAA,ERA
ortir001,2004,ATL,15,9,34,34,614,143,0.258,4.13
ortir001,2005,ARI,5,11,22,22,345,46,0.313,6.89
ortir001,2009,HOU,3,6,23,13,257,65,0.289,5.57
oswar001,2003,HOU,10,5,21,21,382,108,0.24600000000000002,2.97
oswar001,2004,HOU,20,10,36,35,711,206,0.26,3.49
oswar001,2005,HOU,20,12,35,35,725,184,0.262,2.94
oswar001,2006,HOU,15,8,33,32,662,166,0.263,2.98
oswar001,2007,HOU,14,7,33,32,636,154,0.265,3.18
oswar001,2008,HOU,17,10,32,32,626,165,0.253,3.54
oswar001,2009,HOU,8,6,30,30,544,138,0.265,4.12
oswar001,2010,HOU,6,12,20,20,387,120,0.22899999999999998,3.42
oswar001,2011,PHI,9,10,23,23,417,93,0.28,3.69
padiv001,2003,PHI,14,12,32,32,626,133,0.251,3.62
padiv001,2004,PHI,7,7,20,20,346,82,0.267,4.53
padiv001,2005,PHI,9,12,27,27,441,103,0.26,4.71
padiv001,2006,TEX,15,10,33,33,600,156,0.266,4.5
padiv001,2007,TEX,6,10,23,23,361,71,0.299,5.76
padiv001,2008,TEX,14,8,29,29,513,127,0.275,4.74
padiv001,2009,TEX,8,6,18,18,324,59,0.28600000000000003,4.92
padiv001,2010,LAN,6,5,16,16,285,84,0.226,4.07
pavac001,2003,MIA,12,13,33,32,603,133,0.265,4.3
pavac001,2004,MIA,18,8,31,31,667,139,0.253,3.0
pavac001,2005,NYA,4,6,17,17,300,56,0.315,4.77
pavac001,2009,CLE,9,8,21,21,377,88,0.299,5.37
pavac001,2010,MIN,17,11,32,32,663,117,0.266,3.75
pavac001,2011,MIN,9,13,33,33,666,102,0.294,4.3
peavj001,2003,SDN,12,11,32,32,584,156,0.23800000000000002,4.11
peavj001,2004,SDN,15,6,27,27,499,173,0.23600000000000002,2.27
peavj001,2005,SDN,13,7,30,30,609,216,0.217,2.88
peavj001,2006,SDN,11,14,32,32,607,215,0.242,4.09
peavj001,2007,SDN,19,6,34,34,670,240,0.20800000000000002,2.54
peavj001,2008,SDN,10,11,27,27,521,166,0.22899999999999998,2.85
peavj001,2009,SDN,6,6,13,13,245,92,0.228,3.97
peavj001,2010,CHA,7,6,17,17,321,93,0.242,4.63
peavj001,2011,CHA,7,7,19,18,335,95,0.268,4.92
peavj001,2012,CHA,11,12,32,32,657,194,0.23399999999999999,3.37
peavj001,2013,CHA,8,4,13,13,240,76,0.244,4.28
peavj001,2014,BOS,1,9,20,20,372,100,0.273,4.72
peavj001,2015,SFN,8,6,19,19,332,78,0.239,3.58
peavj001,2016,SFN,5,9,31,21,356,102,0.282,5.54
pennb002,2003,MIA,14,10,32,32,589,138,0.264,4.13
pennb002,2004,MIA,8,8,21,21,394,105,0.249,3.15
pennb002,2005,LAN,7,9,29,29,526,122,0.27,3.9
pennb002,2006,LAN,16,9,34,33,567,148,0.27899999999999997,4.33
pennb002,2007,LAN,16,4,33,33,624,135,0.26,3.03
pennb002,2008,LAN,6,9,19,17,284,51,0.304,6.27
pennb002,2009,BOS,7,8,24,24,395,89,0.299,5.61
pennb002,2011,DET,11,11,31,31,545,74,0.306,5.3
pereo001,2003,LAN,12,12,30,30,556,141,0.267,4.52
pereo001,2004,LAN,7,6,31,31,589,128,0.25,3.25
pereo001,2005,LAN,7,8,19,19,326,74,0.262,4.56
pereo001,2007,KCA,8,11,26,26,412,64,0.318,5.57
pereo001,2008,WAS,7,12,30,30,479,119,0.287,4.34
pereo002,2003,SDN,4,7,19,19,311,117,0.258,5.38
pereo002,2004,PIT,12,10,30,30,588,239,0.207,2.98
pereo002,2005,PIT,7,5,20,20,309,97,0.264,5.85
pereo002,2006,PIT,2,10,15,15,228,61,0.29600000000000004,6.63
pereo002,2007,NYN,15,10,29,29,531,174,0.22899999999999998,3.56
pereo002,2008,NYN,10,7,34,34,582,180,0.23399999999999999,4.22
pereo002,2009,NYN,3,4,14,14,198,62,0.273,6.82
petta001,2003,NYA,21,8,33,33,625,180,0.272,4.02
petta001,2004,HOU,6,4,15,15,249,79,0.226,3.9
petta001,2005,HOU,17,9,33,33,667,171,0.23,2.39
petta001,2006,HOU,14,13,36,35,643,178,0.284,4.2
petta001,2007,NYA,15,9,36,34,646,141,0.28600000000000003,4.05
petta001,2008,NYA,14,14,33,33,612,158,0.29,4.54
petta001,2009,NYA,14,8,32,32,584,148,0.259,4.16
petta001,2010,NYA,11,3,21,21,387,101,0.257,3.28
petta001,2013,NYA,11,11,30,30,556,128,0.275,3.74
pinej001,2003,SEA,16,11,32,32,635,151,0.24100000000000002,3.78
pinej001,2004,SEA,6,11,21,21,422,111,0.265,4.67
pinej001,2005,SEA,7,11,30,30,567,107,0.3,5.62
pinej001,2006,SEA,8,13,40,25,497,87,0.311,6.36
pinej001,2008,SLN,7,7,26,25,446,81,0.301,5.15
pinej001,2009,SLN,15,12,32,32,642,105,0.268,3.49
pinej001,2010,ANA,10,7,23,23,457,92,0.261,3.84
pinej001,2011,ANA,7,7,27,24,437,62,0.311,5.13
ponss001,2003,BAL,14,6,21,21,444,100,0.258,3.77
ponss001,2004,BAL,11,15,33,33,647,115,0.305,5.3
ponss001,2005,BAL,7,11,23,23,391,68,0.331,6.21
ponss001,2006,SLN,4,4,14,13,206,33,0.308,5.24
ponss001,2008,NYA,4,4,16,15,240,33,0.313,5.85
priom001,2003,CHN,18,6,30,30,634,245,0.231,2.43
priom001,2004,CHN,6,4,21,21,356,139,0.251,4.02
priom001,2005,CHN,11,7,27,27,500,188,0.22699999999999998,3.67
radkb001,2003,MIN,14,10,33,33,637,120,0.28800000000000003,4.49
radkb001,2004,MIN,11,8,34,34,659,143,0.267,3.48
radkb001,2005,MIN,9,12,31,31,602,117,0.272,4.04
radkb001,2006,MIN,12,9,28,28,487,83,0.307,4.32
ramih002,2003,ATL,12,4,29,29,547,100,0.263,4.0
ramih002,2005,ATL,11,9,33,32,607,80,0.282,4.63
ramih002,2006,ATL,5,5,14,14,229,37,0.287,4.48
ramih002,2007,SEA,8,7,20,20,294,40,0.337,7.16
reddt001,2003,HOU,10,14,33,32,528,116,0.261,3.68
reddt001,2004,HOU,5,7,27,17,302,56,0.309,5.72
reddt001,2007,WAS,3,6,15,15,252,47,0.265,3.64
reddt001,2008,WAS,10,11,33,33,546,120,0.275,4.95
reddt001,2009,NYN,3,6,30,17,360,76,0.263,5.1
redmm002,2003,MIA,14,9,29,29,572,151,0.239,3.59
redmm002,2004,OAK,11,12,32,32,573,102,0.292,4.71
redmm002,2005,PIT,5,15,30,30,535,101,0.278,4.9
redmm002,2006,KCA,11,10,29,29,501,76,0.307,5.71
reedr002,2003,MIN,6,12,27,21,405,71,0.285,5.07
reyns001,2003,ATL,11,9,30,29,502,94,0.293,5.43
robej001,2003,HOU,15,9,32,31,482,99,0.287,5.1
rodrr005,2003,CLE,3,9,15,15,245,41,0.275,5.73
rogek001,2003,MIN,13,8,33,31,585,116,0.292,4.57
rogek001,2004,TEX,18,9,35,35,635,126,0.292,4.76
rogek001,2005,TEX,14,8,30,30,586,87,0.271,3.46
rogek001,2006,DET,17,8,34,33,612,99,0.253,3.84
rogek001,2008,DET,9,13,30,30,521,82,0.309,5.7
ruetk001,2003,SFN,10,5,27,27,441,41,0.297,4.53
ruetk001,2004,SFN,9,12,33,33,571,56,0.29600000000000004,4.73
ruetk001,2005,SFN,2,7,20,18,322,25,0.305,5.95
ruscg001,2003,MIL,1,12,32,19,370,93,0.331,6.42
ruscg001,2004,CHN,6,2,32,16,389,90,0.256,3.47
ruscg001,2005,CHN,9,8,46,19,436,111,0.302,4.52
sabac001,2003,CLE,13,9,30,30,593,141,0.255,3.6
sabac001,2004,CLE,11,10,30,30,564,139,0.252,4.12
sabac001,2005,CLE,15,10,31,31,590,161,0.248,4.03
sabac001,2006,CLE,12,11,28,28,578,172,0.247,3.22
sabac001,2007,CLE,19,7,34,34,723,209,0.259,3.21
sabac001,2008,CLE,6,8,18,18,367,123,0.252,3.83
sabac001,2008,MIL,11,2,17,17,392,128,0.222,1.65
sabac001,2009,NYA,19,8,34,34,690,197,0.23199999999999998,3.37
sabac001,2010,NYA,21,7,34,34,713,197,0.239,3.18
sabac001,2011,NYA,19,8,33,33,712,230,0.255,3.0
sabac001,2012,NYA,15,6,28,28,600,197,0.23800000000000002,3.38
sabac001,2013,NYA,14,13,32,32,633,175,0.272,4.78
sabac001,2015,NYA,6,10,29,29,502,137,0.285,4.73
sabac001,2016,NYA,9,12,30,30,539,152,0.25,3.91
sabac001,2017,NYA,14,5,27,27,446,120,0.24600000000000002,3.69
sabac001,2018,NYA,9,7,29,29,459,140,0.25,3.65
sabac001,2019,NYA,5,8,23,22,322,107,0.265,4.95
santj003,2003,MIN,12,3,45,18,475,169,0.21600000000000003,3.07
santj003,2004,MIN,20,6,34,34,684,265,0.192,2.61
santj003,2005,MIN,16,7,33,33,695,238,0.21,2.87
santj003,2006,MIN,19,6,34,34,701,245,0.21600000000000003,2.77
santj003,2007,MIN,15,13,33,33,657,235,0.225,3.33
santj003,2008,NYN,16,7,34,34,703,206,0.23199999999999998,2.53
santj003,2009,NYN,13,9,25,25,500,146,0.244,3.13
santj003,2010,NYN,11,9,29,29,597,144,0.24,2.98
santj003,2012,NYN,6,9,21,21,351,111,0.258,4.85
schic002,2003,ARI,8,9,24,24,504,194,0.23,2.95
schic002,2004,BOS,21,6,32,32,680,203,0.239,3.26
schic002,2006,BOS,15,7,31,31,612,183,0.276,3.97
schic002,2007,BOS,9,8,24,24,453,101,0.275,3.87
schmj001,2003,SFN,17,5,29,29,623,208,0.2,2.34
schmj001,2004,SFN,18,7,32,32,675,251,0.20199999999999999,3.2
schmj001,2005,SFN,12,7,29,29,516,165,0.24600000000000002,4.4
schmj001,2006,SFN,11,9,32,32,640,180,0.23800000000000002,3.59
selea001,2003,ANA,7,11,25,25,365,53,0.284,5.77
selea001,2004,ANA,9,4,28,24,396,51,0.31,5.05
selea001,2005,SEA,6,12,21,21,348,53,0.315,5.66
selea001,2006,LAN,8,6,28,15,310,57,0.29,4.53
seo-j001,2003,NYN,9,12,32,31,565,110,0.26,3.82
seo-j001,2004,NYN,5,10,24,21,353,54,0.299,4.9
seo-j001,2005,NYN,8,2,14,14,271,59,0.251,2.59
seo-j001,2006,TBA,1,8,17,16,270,39,0.331,5.0
sheeb001,2003,MIL,11,13,34,34,662,157,0.268,4.45
sheeb001,2004,MIL,12,14,34,34,711,264,0.226,2.7
sheeb001,2005,MIL,10,9,22,22,470,141,0.237,3.33
sheeb001,2006,MIL,6,7,17,17,318,116,0.259,3.82
sheeb001,2007,MIL,12,5,24,24,424,106,0.253,3.82
sheeb001,2008,MIL,13,9,31,31,595,158,0.24100000000000002,3.09
sheeb001,2010,OAK,4,9,20,20,358,84,0.267,4.53
shies002,2003,ANA,5,6,44,13,445,111,0.247,2.85
simoj001,2003,SLN,9,5,46,16,379,74,0.299,5.56
simoj001,2007,WAS,6,7,13,13,212,42,0.33,6.37
snydk001,2003,KCA,1,6,15,15,256,39,0.28300000000000003,5.17
sosaj002,2003,TBA,5,12,29,19,386,72,0.278,4.62
sosaj002,2005,ATL,13,3,44,20,402,85,0.24100000000000002,2.55
sosaj002,2006,ATL,3,10,26,13,262,58,0.298,5.46
sosaj002,2007,NYN,9,8,42,14,338,69,0.255,4.47
stard001,2003,COL,3,3,17,13,236,30,0.305,5.83
stepg001,2003,SLN,7,13,32,27,523,91,0.255,4.59
suppj001,2003,PIT,10,7,21,21,423,78,0.268,3.57
suppj001,2004,SLN,16,9,31,31,564,110,0.265,4.16
suppj001,2005,SLN,16,10,32,32,583,114,0.275,3.57
suppj001,2006,SLN,12,7,32,32,570,104,0.27699999999999997,4.12
suppj001,2007,MIL,12,12,34,34,620,114,0.298,4.62
suppj001,2008,MIL,10,10,31,31,533,90,0.298,4.96
suppj001,2009,MIL,7,12,30,30,485,80,0.309,5.29
suppj001,2010,SLN,3,6,15,13,211,33,0.294,3.84
thomj005,2003,TEX,13,14,35,35,651,136,0.276,4.85
thomj005,2004,ATL,14,8,33,33,595,133,0.276,3.72
thomj005,2005,ATL,4,6,17,17,296,61,0.284,4.47
thomj005,2006,ATL,2,7,18,15,241,46,0.295,4.82
tomkb001,2003,SLN,13,9,33,32,608,114,0.305,5.28
tomkb001,2004,SFN,11,7,32,31,582,108,0.26,4.04
tomkb001,2005,SFN,8,15,33,30,572,114,0.27399999999999997,4.48
tomkb001,2006,LAN,8,7,44,15,337,76,0.276,4.73
tomkb001,2007,LAN,2,11,33,15,312,79,0.295,5.8
torrs001,2003,PIT,7,5,41,16,363,84,0.276,4.76
trabb001,2003,CLE,6,9,33,18,335,88,0.293,5.24
tracs001,2003,NYN,16,10,33,33,614,111,0.264,3.78
tracs001,2004,NYN,12,13,33,33,608,117,0.262,4.0
tracs001,2006,NYN,15,8,30,30,494,79,0.28800000000000003,4.97
tracs001,2007,BAL,6,8,25,25,422,45,0.27899999999999997,4.48
valdi001,2003,TEX,8,8,22,22,345,47,0.318,6.1
valdi001,2004,SDN,9,6,23,20,342,37,0.303,5.53
vargc001,2003,WAS,6,8,23,20,342,62,0.255,4.34
vargc001,2004,WAS,5,5,45,14,355,89,0.266,5.25
vargc001,2005,ARI,9,6,21,19,359,90,0.266,4.81
vargc001,2006,ARI,12,10,31,30,503,123,0.27399999999999997,4.83
vargc001,2007,MIL,11,6,29,23,403,107,0.285,5.09
vazqj001,2003,WAS,13,12,34,34,692,241,0.22899999999999998,3.24
vazqj001,2004,NYA,14,10,32,32,594,150,0.255,4.91
vazqj001,2005,ARI,11,15,33,33,647,192,0.266,4.42
vazqj001,2006,CHA,11,12,33,32,608,184,0.259,4.84
vazqj001,2007,CHA,15,8,32,32,650,213,0.242,3.74
vazqj001,2008,CHA,12,16,33,33,625,200,0.263,4.67
vazqj001,2009,ATL,15,10,32,32,658,238,0.223,2.87
vazqj001,2010,NYA,10,10,31,26,472,121,0.257,5.32
vazqj001,2011,MIA,13,11,32,32,578,162,0.243,3.69
villr001,2003,HOU,6,6,19,19,320,91,0.233,4.13
waket001,2003,BOS,11,7,35,33,607,169,0.24600000000000002,4.09
waket001,2004,BOS,12,10,32,30,565,116,0.264,4.87
waket001,2005,BOS,16,12,33,33,676,151,0.245,4.15
waket001,2006,BOS,7,11,23,23,420,90,0.248,4.63
waket001,2007,BOS,17,12,31,31,567,110,0.264,4.76
waket001,2008,BOS,10,11,30,30,543,117,0.228,4.13
waket001,2009,BOS,11,5,21,21,389,72,0.27,4.58
waket001,2010,BOS,4,10,32,19,420,84,0.272,5.34
waket001,2011,BOS,7,8,33,23,464,93,0.267,5.12
washj001,2003,ANA,10,15,32,32,622,118,0.256,4.43
washj001,2004,ANA,11,8,25,25,448,86,0.26899999999999996,4.64
washj001,2005,ANA,8,8,29,29,532,94,0.27399999999999997,3.2
washj001,2006,SEA,8,14,31,31,561,103,0.268,4.67
washj001,2007,SEA,10,15,32,32,581,114,0.268,4.32
washj001,2008,SEA,5,14,28,26,461,87,0.287,4.69
washj001,2009,SEA,8,6,20,20,399,79,0.223,2.64
weavj002,2003,NYA,7,9,32,24,478,93,0.32,5.99
weavj002,2004,LAN,13,13,34,34,660,153,0.26,4.01
weavj002,2005,LAN,14,11,34,34,672,157,0.256,4.22
weavj002,2006,ANA,3,10,16,16,266,62,0.309,6.29
weavj002,2006,SLN,5,4,15,15,250,45,0.297,5.18
weavj002,2007,SEA,7,13,27,27,440,80,0.315,6.2
webbb001,2003,ARI,10,9,29,28,542,172,0.212,2.84
webbb001,2004,ARI,7,16,35,35,624,164,0.248,3.59
webbb001,2005,ARI,14,12,33,33,687,172,0.265,3.54
webbb001,2006,ARI,16,8,33,33,705,178,0.24600000000000002,3.1
webbb001,2007,ARI,18,10,34,34,709,194,0.237,3.01
webbb001,2008,ARI,22,7,34,34,680,183,0.242,3.3
welld001,2003,NYA,15,7,31,30,639,101,0.28600000000000003,4.14
welld001,2004,SDN,12,8,31,31,587,101,0.266,3.73
welld001,2005,BOS,15,7,30,30,552,107,0.29600000000000004,4.45
welld001,2007,SDN,5,8,22,22,356,63,0.322,5.54
wellk001,2003,PIT,10,9,31,31,592,147,0.233,3.28
wellk001,2004,PIT,5,7,24,24,415,116,0.27,4.55
wellk001,2005,PIT,8,18,33,33,546,132,0.266,5.09
wellk001,2007,SLN,7,17,34,26,488,122,0.287,5.7
westj001,2003,CLE,7,10,34,22,399,58,0.281,4.33
westj001,2004,CLE,14,9,33,30,647,116,0.255,3.38
westj001,2005,CLE,15,15,34,34,632,119,0.265,4.49
westj001,2006,CLE,15,10,32,32,634,109,0.29600000000000004,4.17
westj001,2007,CLE,6,9,25,25,456,93,0.276,4.32
westj001,2010,CLE,6,7,21,21,383,73,0.273,4.65
westj001,2011,SLN,12,9,33,33,550,104,0.29,4.66
westj001,2012,SLN,13,11,28,28,524,106,0.282,3.97
westj001,2013,SLN,7,8,21,19,350,44,0.293,4.63
willd003,2003,MIA,14,6,27,27,482,142,0.245,3.3
willd003,2004,MIA,10,11,32,32,591,139,0.273,4.02
willd003,2005,MIA,22,10,34,34,709,170,0.243,2.63
willd003,2006,MIA,12,12,34,34,670,160,0.27399999999999997,3.87
willd003,2007,MIA,10,15,35,35,616,146,0.294,5.17
willd003,2011,CIN,1,6,13,13,227,57,0.271,5.0
willj003,2003,SFN,7,5,21,21,393,88,0.242,3.3
willj003,2004,SFN,10,7,22,22,388,80,0.254,4.24
willj003,2005,CHN,6,8,18,17,318,59,0.253,3.91
willj003,2012,ANA,6,8,32,15,413,98,0.263,4.58
willj003,2013,ANA,9,10,37,25,508,107,0.272,4.57
willj003,2015,PHI,4,12,33,21,363,74,0.317,5.8
willw001,2003,SLN,18,9,34,33,662,153,0.256,3.87
willw001,2004,SLN,11,8,31,31,569,131,0.262,4.18
willw001,2005,SDN,9,12,28,28,479,106,0.275,4.85
willw001,2006,SDN,12,5,25,24,436,72,0.267,3.65
willw001,2007,HOU,8,15,33,31,564,101,0.28600000000000003,5.27
wilsp001,2003,CIN,8,10,28,28,500,93,0.285,4.64
wilsp001,2004,CIN,11,6,29,29,551,117,0.271,4.36
wolfr001,2003,PHI,16,10,33,33,600,177,0.233,4.23
wolfr001,2004,PHI,5,8,23,23,410,89,0.271,4.28
wolfr001,2005,PHI,6,4,13,13,240,61,0.282,4.39
wolfr001,2007,LAN,9,6,18,18,308,94,0.273,4.73
wolfr001,2008,SDN,6,10,21,21,359,105,0.268,4.74
wolfr001,2009,LAN,11,7,34,34,643,160,0.22699999999999998,3.23
wolfr001,2010,MIL,13,12,34,34,647,142,0.258,4.17
wolfr001,2011,MIL,13,10,33,33,637,134,0.266,3.69
wolfr001,2012,MIL,3,10,25,24,427,96,0.314,5.69
woodk002,2003,CHN,14,11,32,32,633,266,0.203,3.2
woodk002,2004,CHN,8,9,22,22,421,144,0.244,3.72
wrigd001,2003,CHA,1,7,20,15,259,47,0.27699999999999997,6.15
zambc001,2003,CHN,13,11,32,32,642,168,0.239,3.11
zambc001,2004,CHN,16,8,31,31,629,188,0.225,2.75
zambc001,2005,CHN,14,6,33,33,670,202,0.212,3.26
zambc001,2006,CHN,16,7,33,33,642,210,0.20800000000000002,3.41
zambc001,2007,CHN,18,13,34,34,649,177,0.233,3.95
zambc001,2008,CHN,14,6,30,30,566,130,0.24100000000000002,3.91
zambc001,2009,CHN,9,7,28,28,508,152,0.24600000000000002,3.77
zambc001,2010,CHN,11,6,36,20,389,117,0.24600000000000002,3.33
zambc001,2011,CHN,9,7,24,24,437,101,0.27699999999999997,4.82
zambc001,2012,MIA,7,10,35,20,397,95,0.251,4.49
zambv001,2003,TBA,12,10,34,28,565,132,0.237,4.21
zambv001,2004,TBA,9,7,23,22,384,109,0.23,4.43
zambv001,2005,NYN,7,12,31,27,499,112,0.264,4.17
zitob001,2003,OAK,14,12,35,35,695,146,0.21899999999999997,3.3
zitob001,2004,OAK,11,11,34,34,639,163,0.263,4.48
zitob001,2005,OAK,14,13,35,35,685,171,0.221,3.86
zitob001,2006,OAK,16,10,34,34,663,151,0.257,3.83
zitob001,2007,SFN,11,13,34,33,590,131,0.244,4.53
zitob001,2008,SFN,10,17,32,32,540,120,0.27,5.15
zitob001,2009,SFN,10,13,33,33,576,154,0.25,4.03
zitob001,2010,SFN,9,14,34,33,598,150,0.25,4.15
zitob001,2012,SFN,15,8,32,32,553,114,0.263,4.15
zitob001,2013,SFN,5,11,30,25,400,86,0.318,5.74
acevj002,2004,CIN,5,12,39,27,473,117,0.292,5.94
alvaw001,2004,LAN,7,6,40,15,362,102,0.244,4.03
armat002,2004,WAS,2,4,16,16,216,54,0.247,4.88
armat002,2005,WAS,7,7,19,19,304,59,0.258,4.97
armat002,2006,WAS,9,12,30,30,462,97,0.27899999999999997,5.03
armat002,2007,PIT,4,5,31,15,291,73,0.287,6.03
arrob001,2004,BOS,10,9,32,29,536,142,0.249,4.03
arrob001,2005,BOS,14,10,35,32,616,100,0.266,4.51
arrob001,2006,CIN,14,11,35,35,722,184,0.243,3.29
arrob001,2007,CIN,9,15,34,34,632,156,0.28,4.23
arrob001,2008,CIN,15,11,34,34,600,163,0.281,4.77
arrob001,2009,CIN,15,13,33,33,661,127,0.256,3.84
arrob001,2010,CIN,17,10,33,33,647,121,0.23399999999999999,3.88
arrob001,2011,CIN,9,12,32,32,597,108,0.28600000000000003,5.07
arrob001,2012,CIN,12,10,32,32,606,129,0.267,3.74
arrob001,2013,CIN,14,12,32,32,606,124,0.258,3.79
arrob001,2014,ARI,7,4,14,14,258,47,0.27899999999999997,4.08
arrob001,2017,CIN,3,6,14,14,213,45,0.32,7.35
bedae001,2004,BAL,6,10,27,26,412,121,0.27,4.59
bedae001,2005,BAL,6,8,24,24,425,125,0.26,4.0
bedae001,2006,BAL,15,11,33,33,589,171,0.258,3.76
bedae001,2007,BAL,13,5,28,28,546,221,0.212,3.16
bedae001,2008,SEA,6,4,15,15,243,72,0.231,3.67
bedae001,2009,SEA,5,3,15,15,249,90,0.212,2.82
bedae001,2011,SEA,4,7,16,16,274,87,0.226,3.45
bedae001,2012,PIT,7,14,24,24,377,118,0.263,5.01
bedae001,2013,HOU,4,12,32,26,453,138,0.26,4.59
bedae001,2014,TBA,4,6,17,15,227,64,0.275,4.76
brazd001,2004,TBA,6,8,22,21,362,64,0.26,4.77
burna001,2004,MIA,7,6,20,19,360,113,0.231,3.68
burna001,2005,MIA,12,12,32,32,627,198,0.237,3.44
burna001,2006,TOR,10,8,21,21,407,118,0.264,3.98
burna001,2007,TOR,10,8,25,25,497,176,0.214,3.75
burna001,2008,TOR,18,10,35,34,664,231,0.249,4.07
burna001,2009,NYA,13,9,33,33,621,195,0.247,4.04
burna001,2010,NYA,10,15,33,33,560,145,0.285,5.26
burna001,2011,NYA,11,11,33,32,571,173,0.26,5.15
burna001,2012,PIT,16,10,31,31,607,180,0.24600000000000002,3.51
burna001,2013,PIT,10,11,30,30,573,209,0.231,3.3
burna001,2014,PHI,8,18,34,34,641,190,0.256,4.59
burna001,2015,PIT,9,7,26,26,492,143,0.275,3.18
burns001,2004,PIT,5,5,13,13,215,30,0.301,5.02
bushd001,2004,TOR,5,4,16,16,293,64,0.255,3.69
bushd001,2005,TOR,5,11,25,24,409,75,0.26899999999999996,4.49
bushd001,2006,MIL,12,11,34,32,630,166,0.252,4.41
bushd001,2007,MIL,12,10,33,31,559,134,0.29,5.12
bushd001,2008,MIL,9,10,31,29,555,109,0.23399999999999999,4.18
bushd001,2009,MIL,5,9,22,21,343,89,0.294,6.38
bushd001,2010,MIL,8,13,32,31,523,107,0.28600000000000003,4.54
byrdp001,2004,ATL,8,7,19,19,343,79,0.27,3.94
byrdp001,2005,ANA,12,11,31,31,613,102,0.272,3.74
byrdp001,2006,CLE,10,9,31,31,537,88,0.308,4.88
byrdp001,2007,CLE,15,8,31,31,577,88,0.301,4.59
byrdp001,2008,CLE,7,10,22,22,393,56,0.282,4.53
cabrd001,2004,BAL,12,8,28,27,443,76,0.259,5.0
cabrd001,2005,BAL,10,13,29,29,484,157,0.235,4.52
cabrd001,2006,BAL,9,10,26,26,444,157,0.24100000000000002,4.74
cabrd001,2007,BAL,9,18,34,34,613,166,0.265,5.55
cabrd001,2008,BAL,8,10,30,30,540,95,0.28600000000000003,5.25
capuc001,2004,MIL,6,8,17,17,265,80,0.26899999999999996,4.99
capuc001,2005,MIL,18,12,35,35,657,176,0.256,3.99
capuc001,2006,MIL,11,12,34,34,664,174,0.265,4.03
capuc001,2007,MIL,5,12,29,25,450,132,0.28600000000000003,5.1
capuc001,2011,NYN,11,12,33,31,558,168,0.27,4.55
capuc001,2012,LAN,12,12,33,33,595,162,0.254,3.72
capuc001,2013,LAN,4,7,24,20,317,81,0.295,4.26
carpc002,2004,SLN,15,5,28,28,546,152,0.245,3.46
carpc002,2005,SLN,21,5,33,33,725,213,0.231,2.83
carpc002,2006,SLN,15,8,32,32,665,184,0.235,3.09
carpc002,2009,SLN,17,4,28,28,578,144,0.226,2.24
carpc002,2010,SLN,16,9,35,35,705,179,0.244,3.22
carpc002,2011,SLN,11,9,34,34,712,191,0.264,3.45
claub001,2004,CIN,2,8,14,14,198,45,0.299,6.14
claub001,2005,CIN,10,11,29,29,500,121,0.273,4.21
claub001,2006,CIN,3,8,14,14,231,57,0.301,6.19
contj002,2004,NYA,8,5,18,18,287,82,0.25,5.64
contj002,2004,CHA,5,4,13,13,224,68,0.256,5.3
contj002,2005,CHA,15,7,32,32,614,154,0.23199999999999998,3.61
contj002,2006,CHA,13,9,30,30,588,134,0.256,4.27
contj002,2007,CHA,10,17,32,30,567,113,0.304,5.57
contj002,2008,CHA,7,6,20,20,363,70,0.272,4.54
contj002,2009,CHA,5,13,21,21,344,89,0.267,5.42
david002,2004,MIL,12,12,34,34,622,166,0.247,3.39
david002,2005,MIL,11,11,35,35,668,208,0.235,3.84
david002,2006,MIL,11,11,34,34,610,159,0.266,4.91
david002,2007,ARI,13,12,33,33,578,144,0.281,4.25
david002,2008,ARI,6,8,26,26,438,112,0.282,4.32
david002,2009,ARI,9,14,34,34,610,146,0.267,4.12
dresr001,2004,TEX,14,10,34,33,623,98,0.285,4.2
duboe001,2004,BAL,4,6,14,14,224,48,0.263,6.39
elars001,2004,CLE,3,5,21,21,352,80,0.24,4.53
elars001,2005,CLE,11,9,31,31,545,103,0.267,4.61
elars001,2006,KCA,4,9,20,20,344,49,0.267,5.34
gintm001,2004,NYN,1,3,15,14,208,38,0.289,4.54
gobbj001,2004,KCA,9,8,25,24,444,49,0.27,5.35
greiz001,2004,KCA,8,11,24,24,435,100,0.256,3.97
greiz001,2005,KCA,5,17,33,33,549,114,0.309,5.8
greiz001,2007,KCA,7,7,52,14,366,106,0.265,3.69
greiz001,2008,KCA,13,10,32,32,607,183,0.257,3.47
greiz001,2009,KCA,16,8,33,33,688,242,0.23,2.16
greiz001,2010,KCA,10,14,33,33,660,181,0.26,4.17
greiz001,2011,MIL,16,6,28,28,515,201,0.245,3.83
greiz001,2012,MIL,9,3,21,21,369,122,0.254,3.44
greiz001,2012,ANA,6,2,13,13,268,78,0.242,3.53
greiz001,2013,LAN,15,4,28,28,533,148,0.23399999999999999,2.63
greiz001,2014,LAN,17,8,32,32,607,207,0.247,2.71
greiz001,2015,LAN,19,3,32,32,668,200,0.187,1.66
greiz001,2016,ARI,13,7,26,26,476,134,0.262,4.37
greiz001,2017,ARI,17,7,32,32,607,215,0.23,3.2
greiz001,2018,ARI,15,11,33,33,623,199,0.231,3.21
greiz001,2019,ARI,10,4,23,23,438,135,0.22,2.9
haraa001,2004,CIN,10,9,28,28,483,125,0.28,4.86
haraa001,2005,CIN,11,13,32,32,635,163,0.267,3.83
