retroID,Y,team,W,L,G,GS,IP,SO,BAA,ERA
weavj003,2007,ANA,13,7,28,28,483,115,0.28,3.91
weavj003,2008,ANA,11,10,30,30,530,152,0.254,4.33
weavj003,2009,ANA,16,8,33,33,633,174,0.24600000000000002,3.75
weavj003,2010,ANA,13,12,34,34,673,233,0.222,3.01
weavj003,2011,ANA,18,8,33,33,707,198,0.212,2.41
weavj003,2012,ANA,20,5,30,30,566,142,0.214,2.81
weavj003,2013,ANA,11,8,24,24,463,117,0.237,3.27
weavj003,2014,ANA,18,9,34,34,640,169,0.239,3.59
weavj003,2015,ANA,7,12,26,26,477,90,0.264,4.64
weavj003,2016,ANA,12,12,31,31,534,103,0.297,5.06
albem001,2007,HOU,4,11,31,18,332,71,0.29100000000000004,5.86
bacsm001,2007,WAS,5,8,29,20,354,45,0.295,5.11
bannb001,2007,KCA,12,9,27,27,495,77,0.249,3.87
bannb001,2008,KCA,9,16,32,32,548,113,0.294,5.76
bannb001,2009,KCA,7,12,26,26,462,98,0.268,4.73
bannb001,2010,KCA,7,12,24,23,383,77,0.302,6.34
belim001,2007,CIN,8,9,30,30,533,125,0.301,5.32
bergj001,2007,WAS,6,6,21,21,346,86,0.231,4.45
bergj001,2008,WAS,2,11,30,22,419,96,0.27899999999999997,5.09
bradd002,2007,OAK,1,8,20,14,217,55,0.303,6.72
bradd002,2009,OAK,8,9,22,22,410,81,0.268,3.89
bradd002,2010,OAK,11,14,30,30,578,113,0.249,3.5
burrb001,2007,BAL,6,8,37,17,363,96,0.28800000000000003,5.95
burrb001,2008,BAL,7,10,31,22,389,63,0.311,6.04
burrb001,2010,PIT,4,5,20,13,238,45,0.275,4.99
carlb001,2007,ATL,8,7,22,20,321,74,0.284,5.21
carmf001,2007,CLE,19,8,32,32,645,137,0.248,3.06
carmf001,2008,CLE,8,7,22,22,362,58,0.271,5.44
carmf001,2009,CLE,5,12,24,24,376,79,0.295,6.32
carmf001,2010,CLE,13,14,33,33,631,124,0.258,3.77
carmf001,2011,CLE,7,15,32,32,566,109,0.276,5.25
carmf001,2013,TBA,6,13,32,24,453,113,0.281,4.89
carmf001,2014,PHI,6,8,23,20,363,75,0.237,3.87
chicm001,2007,WAS,7,9,31,31,501,94,0.281,4.63
dankj001,2007,CHA,6,13,26,26,417,109,0.289,5.5
dankj001,2008,CHA,12,9,33,33,585,159,0.24600000000000002,3.32
dankj001,2009,CHA,13,11,32,32,601,149,0.245,3.77
dankj001,2010,CHA,15,11,32,32,639,162,0.237,3.72
dankj001,2011,CHA,8,12,27,27,511,135,0.27399999999999997,4.33
dankj001,2013,CHA,4,14,22,22,415,89,0.27699999999999997,4.75
dankj001,2014,CHA,11,11,32,32,581,129,0.26899999999999996,4.74
dankj001,2015,CHA,7,15,30,30,533,124,0.281,4.71
delaj001,2007,KCA,8,12,26,23,390,82,0.304,5.82
delaj001,2008,COL,10,8,28,23,390,128,0.262,4.92
delaj001,2009,COL,16,9,33,32,555,193,0.249,4.38
delaj001,2010,COL,8,7,20,20,365,113,0.235,4.22
delaj001,2013,COL,16,6,30,30,503,112,0.26899999999999996,3.49
delaj001,2014,COL,14,11,32,32,553,139,0.23800000000000002,4.1
delaj001,2015,COL,9,7,26,26,447,134,0.247,4.17
delaj001,2016,COL,8,9,27,24,402,108,0.293,5.51
dinal001,2007,OAK,8,10,35,20,394,59,0.278,4.11
durbc001,2007,DET,8,7,36,19,383,66,0.268,4.72
gally001,2007,MIL,9,5,20,17,331,101,0.245,3.67
gally001,2009,MIL,13,12,30,30,557,204,0.21899999999999997,3.73
gally001,2010,MIL,14,7,31,31,555,200,0.251,3.84
gally001,2011,MIL,17,10,33,33,622,207,0.245,3.52
gally001,2012,MIL,16,9,33,33,612,204,0.243,3.66
gally001,2013,MIL,12,10,31,31,542,144,0.261,4.18
gally001,2014,MIL,8,11,32,32,577,146,0.261,3.51
gally001,2015,TEX,13,11,33,33,553,121,0.268,3.42
gally001,2016,BAL,6,8,23,23,354,85,0.276,5.42
gally001,2017,SEA,5,10,28,22,392,94,0.271,5.72
gally001,2018,TEX,8,8,18,18,276,56,0.27899999999999997,5.77
garzm001,2007,MIN,5,7,16,15,249,67,0.294,3.69
garzm001,2008,TBA,11,9,30,30,554,128,0.245,3.7
garzm001,2009,TBA,8,12,32,32,609,189,0.233,3.95
garzm001,2010,TBA,15,10,33,32,614,150,0.248,3.91
garzm001,2011,CHN,10,10,31,31,594,197,0.245,3.32
garzm001,2012,CHN,5,7,18,18,311,96,0.23600000000000002,3.91
garzm001,2013,TEX,4,5,13,13,253,74,0.271,4.38
garzm001,2014,MIL,8,8,27,27,490,126,0.233,3.64
garzm001,2015,MIL,6,14,26,25,446,104,0.294,5.63
garzm001,2016,MIL,6,8,19,19,305,70,0.28300000000000003,4.51
garzm001,2017,MIL,6,9,24,22,344,79,0.27,4.94
gaudc001,2007,OAK,11,13,34,34,598,154,0.267,4.42
gaudc001,2009,SDN,4,10,20,19,316,105,0.261,5.13
germj001,2007,SDN,7,10,26,23,400,78,0.259,4.46
gorzt001,2007,PIT,14,10,32,32,605,135,0.273,3.88
gorzt001,2008,PIT,6,9,21,21,316,67,0.293,6.66
gorzt001,2010,CHN,7,9,29,23,409,119,0.26,4.09
gorzt001,2011,WAS,4,6,30,15,315,95,0.258,4.03
guthj001,2007,BAL,7,5,32,26,526,123,0.249,3.7
guthj001,2008,BAL,10,12,30,30,572,120,0.242,3.63
guthj001,2009,BAL,10,17,33,33,600,110,0.281,5.04
guthj001,2010,BAL,11,14,32,32,628,119,0.243,3.83
guthj001,2011,BAL,9,17,34,32,624,130,0.267,4.33
guthj001,2012,COL,3,9,19,15,272,45,0.324,6.35
guthj001,2012,KCA,5,3,14,14,273,56,0.248,3.16
guthj001,2013,KCA,15,12,33,33,635,111,0.285,4.04
guthj001,2014,KCA,13,11,32,32,608,124,0.272,4.13
guthj001,2015,KCA,8,8,30,24,445,84,0.31,5.95
hammj002,2007,TBA,3,5,24,14,255,64,0.294,6.14
hammj002,2009,COL,10,8,34,30,530,133,0.29,4.33
hammj002,2010,COL,10,9,30,30,533,141,0.287,4.81
hammj002,2011,COL,7,13,32,27,511,94,0.27,4.76
hammj002,2012,BAL,8,6,20,20,354,113,0.23399999999999999,3.43
hammj002,2013,BAL,7,8,26,23,418,96,0.284,4.97
hammj002,2014,CHN,8,5,17,17,326,104,0.222,2.98
hammj002,2015,CHN,10,7,31,31,512,172,0.242,3.74
hammj002,2016,CHN,15,10,30,30,500,144,0.239,3.83
hammj002,2017,KCA,8,13,32,32,541,145,0.284,5.29
hammj002,2018,KCA,4,14,39,18,381,92,0.315,6.02
hills003,2007,WAS,4,5,16,16,292,65,0.235,3.42
hirsj001,2007,COL,5,7,19,19,337,75,0.243,4.81
hughp001,2007,NYA,5,3,13,13,218,58,0.235,4.46
hughp001,2010,NYA,18,8,31,29,529,146,0.244,4.19
hughp001,2011,NYA,5,5,17,14,224,47,0.28300000000000003,5.79
hughp001,2012,NYA,16,13,32,32,574,165,0.259,4.19
hughp001,2013,NYA,4,14,30,29,437,121,0.293,5.19
hughp001,2014,MIN,16,10,32,32,629,186,0.268,3.52
hughp001,2015,MIN,11,9,27,25,466,94,0.293,4.4
jacke001,2007,TBA,5,15,32,31,483,128,0.299,5.76
jacke001,2008,TBA,14,11,32,31,550,108,0.281,4.42
jacke001,2009,DET,13,9,33,33,642,161,0.247,3.62
jacke001,2010,ARI,6,10,21,21,403,104,0.27399999999999997,5.16
jacke001,2011,CHA,7,7,19,19,365,97,0.28300000000000003,3.92
jacke001,2012,WAS,10,11,31,31,569,168,0.243,4.03
jacke001,2013,CHN,8,18,31,31,526,135,0.281,4.98
jacke001,2014,CHN,6,15,28,27,422,123,0.302,6.33
jacke001,2016,SDN,5,6,13,13,220,54,0.278,5.89
jacke001,2017,WAS,5,6,13,13,213,58,0.26899999999999996,5.07
jacke001,2018,OAK,6,3,17,17,276,68,0.221,3.33
jimeu001,2007,COL,4,4,15,15,246,68,0.228,4.28
jimeu001,2008,COL,12,12,34,34,596,172,0.245,3.99
jimeu001,2009,COL,15,12,33,33,654,198,0.22899999999999998,3.47
jimeu001,2010,COL,19,8,33,33,665,214,0.209,2.88
jimeu001,2011,COL,6,9,21,21,369,118,0.251,4.46
jimeu001,2012,CLE,9,17,31,31,530,143,0.273,5.4
jimeu001,2013,CLE,13,9,32,32,548,194,0.239,3.3
jimeu001,2014,BAL,6,9,25,22,376,116,0.24100000000000002,4.81
jimeu001,2015,BAL,12,10,32,32,552,168,0.257,4.11
jimeu001,2016,BAL,8,12,29,25,427,125,0.268,5.44
jimeu001,2017,BAL,6,11,31,25,428,139,0.29100000000000004,6.81
kendk001,2007,PHI,10,4,20,20,363,49,0.28,3.87
kendk001,2008,PHI,11,9,31,30,467,68,0.304,5.49
kendk001,2010,PHI,11,10,33,31,542,84,0.28300000000000003,4.73
kendk001,2011,PHI,8,6,34,15,344,59,0.255,3.22
kendk001,2012,PHI,11,12,37,25,478,116,0.254,3.9
kendk001,2013,PHI,10,13,30,30,546,110,0.285,4.7
kendk001,2014,PHI,10,13,32,32,597,121,0.276,4.61
kendk001,2015,COL,7,13,27,27,427,80,0.302,6.32
linct001,2007,SFN,7,5,24,24,439,150,0.226,4.0
linct001,2008,SFN,18,5,34,33,681,265,0.221,2.62
linct001,2009,SFN,15,7,32,32,676,261,0.20600000000000002,2.48
linct001,2010,SFN,16,10,33,33,637,231,0.242,3.43
linct001,2011,SFN,13,14,33,33,651,220,0.222,2.74
linct001,2012,SFN,10,15,33,33,558,190,0.257,5.18
linct001,2013,SFN,10,14,32,32,593,193,0.248,4.37
linct001,2014,SFN,12,9,33,26,467,134,0.258,4.74
linct001,2015,SFN,7,4,15,15,229,60,0.26,4.13
litsj001,2007,TOR,7,9,20,20,333,50,0.27,3.81
litsj001,2008,TOR,13,9,29,28,528,99,0.261,3.58
loopb001,2007,SLN,12,12,31,30,525,87,0.26899999999999996,4.94
loopb001,2008,SLN,12,14,33,33,597,108,0.27899999999999997,4.16
loopb001,2009,MIL,14,7,34,34,584,100,0.289,5.22
matsd001,2007,BOS,15,12,32,32,614,201,0.24600000000000002,4.4
matsd001,2008,BOS,18,3,29,29,503,154,0.21100000000000002,2.9
matsd001,2010,BOS,9,6,25,25,461,133,0.24,4.69
mccab001,2007,TEX,5,10,23,22,305,59,0.278,4.87
mccab001,2009,TEX,7,4,17,17,292,65,0.255,4.62
mccab001,2011,OAK,9,9,25,25,512,123,0.258,3.32
mccab001,2012,OAK,8,6,18,18,333,73,0.267,3.24
mccab001,2013,ARI,5,11,22,22,405,76,0.29600000000000004,4.53
mccab001,2014,ARI,3,10,18,18,329,93,0.298,5.01
mccab001,2014,NYA,7,5,14,14,271,82,0.257,2.89
mccab001,2017,LAN,6,4,19,16,278,72,0.256,3.98
mccab001,2018,ATL,6,3,15,15,236,65,0.3,4.92
mcgod001,2007,TOR,12,10,27,27,509,144,0.23,4.08
mcgod001,2008,TOR,6,7,19,19,334,85,0.273,4.37
milla002,2007,DET,5,5,13,13,192,56,0.282,5.63
milla002,2008,MIA,6,10,29,20,322,89,0.289,5.87
milla002,2009,MIA,3,5,20,14,240,59,0.273,4.84
mitrs001,2007,MIA,5,8,27,27,447,80,0.303,4.65
owinm001,2007,ARI,8,8,29,27,458,106,0.253,4.3
owinm001,2008,ARI,6,9,22,18,314,87,0.256,5.93
owinm001,2009,CIN,7,12,26,19,359,68,0.272,5.34
pelfm001,2007,NYN,3,8,15,13,218,45,0.298,5.57
pelfm001,2008,NYN,13,11,32,32,602,110,0.276,3.72
pelfm001,2009,NYN,10,12,31,31,553,107,0.289,5.03
pelfm001,2010,NYN,15,9,34,33,612,113,0.275,3.66
pelfm001,2011,NYN,7,13,34,33,581,105,0.28600000000000003,4.74
pelfm001,2013,MIN,5,13,29,29,458,101,0.3,5.19
pelfm001,2015,MIN,6,11,30,30,494,86,0.304,4.26
pelfm001,2016,DET,4,10,24,22,357,56,0.332,5.07
pelfm001,2017,CHA,3,12,34,21,360,79,0.27,5.93
sampc001,2007,HOU,7,8,24,19,365,51,0.292,4.59
sonna001,2007,TBA,6,10,22,22,392,97,0.293,5.85
sonna001,2008,TBA,13,9,32,32,580,124,0.27699999999999997,4.38
sonna001,2009,TBA,6,9,22,18,299,60,0.311,6.77
tavaj001,2007,BOS,7,11,34,23,404,77,0.281,5.15
thomb002,2007,SLN,8,6,44,17,388,53,0.301,4.73
vandr001,2007,MIA,4,6,18,17,245,82,0.294,6.83
waina001,2007,SLN,14,12,32,32,606,136,0.26899999999999996,3.7
waina001,2008,SLN,11,3,20,20,396,91,0.245,3.2
waina001,2009,SLN,19,8,34,34,699,212,0.244,2.63
waina001,2010,SLN,20,11,33,33,691,213,0.22399999999999998,2.42
waina001,2012,SLN,14,13,32,32,596,184,0.259,3.94
waina001,2013,SLN,19,9,34,34,725,219,0.248,2.94
waina001,2014,SLN,20,9,32,32,681,179,0.222,2.38
waina001,2016,SLN,13,9,33,33,596,161,0.287,4.62
waina001,2017,SLN,12,5,24,23,370,96,0.28600000000000003,5.11
waina001,2019,SLN,14,10,31,31,515,153,0.273,4.19
baekc001,2008,SDN,6,9,22,20,333,77,0.273,4.62
balec001,2008,WAS,3,7,15,15,240,50,0.28800000000000003,5.51
bankj001,2008,SDN,3,6,17,14,256,43,0.289,4.75
blacn001,2008,MIN,11,11,33,33,580,96,0.292,4.05
blacn001,2009,MIN,11,11,33,33,617,98,0.29,4.03
blacn001,2010,MIN,10,12,28,26,483,68,0.302,5.42
blacn001,2011,MIN,7,10,26,26,445,76,0.305,4.49
blacn001,2012,MIN,4,9,19,19,296,42,0.34,7.39
buchc001,2008,BOS,2,9,16,15,228,72,0.299,6.75
buchc001,2009,BOS,7,4,16,16,276,68,0.256,4.21
buchc001,2010,BOS,17,7,28,28,521,120,0.226,2.33
buchc001,2011,BOS,6,3,14,14,248,60,0.24100000000000002,3.48
buchc001,2012,BOS,11,8,29,29,568,129,0.263,4.56
buchc001,2013,BOS,12,1,16,16,325,96,0.19899999999999998,1.74
buchc001,2014,BOS,8,11,28,28,511,132,0.273,5.34
buchc001,2015,BOS,7,7,18,18,340,107,0.26,3.26
buchc001,2016,BOS,8,10,37,21,418,93,0.25,4.78
buchc001,2018,ARI,7,2,16,16,295,81,0.22,2.01
campj002,2008,ATL,8,7,39,25,476,107,0.262,3.91
corrk001,2008,SFN,3,8,25,19,330,66,0.31,6.05
corrk001,2009,SDN,12,11,33,33,594,142,0.259,3.91
corrk001,2010,SDN,10,10,28,26,435,115,0.271,5.4
corrk001,2011,PIT,12,11,27,26,462,77,0.287,4.79
corrk001,2012,PIT,12,11,32,28,513,89,0.267,4.21
corrk001,2013,MIN,9,13,31,31,556,101,0.297,4.18
corrk001,2014,MIN,5,13,23,23,388,61,0.297,4.94
cuetj001,2008,CIN,9,14,31,31,522,158,0.264,4.81
cuetj001,2009,CIN,11,11,30,30,514,132,0.262,4.41
cuetj001,2010,CIN,12,7,31,31,557,138,0.257,3.64
cuetj001,2011,CIN,9,5,24,24,468,104,0.22,2.31
cuetj001,2012,CIN,19,9,33,33,651,170,0.252,2.78
cuetj001,2014,CIN,20,9,34,34,731,242,0.19399999999999998,2.25
cuetj001,2015,CIN,7,6,19,19,392,120,0.196,2.62
cuetj001,2015,KCA,4,7,13,13,244,56,0.307,4.76
cuetj001,2016,SFN,18,5,32,32,659,198,0.23800000000000002,2.79
cuetj001,2017,SFN,8,8,25,25,442,136,0.27699999999999997,4.52
duchj001,2008,OAK,10,8,22,22,425,95,0.21,2.54
eveld001,2008,OAK,9,9,29,29,504,118,0.26899999999999996,4.34
felds001,2008,TEX,6,8,28,25,454,74,0.28,5.29
felds001,2009,TEX,17,8,34,31,569,113,0.25,4.08
felds001,2010,TEX,7,11,29,22,424,75,0.313,5.48
felds001,2012,TEX,6,11,29,21,371,96,0.27899999999999997,5.09
felds001,2013,CHN,7,6,15,15,273,67,0.23399999999999999,3.46
felds001,2013,BAL,5,6,15,15,272,65,0.235,4.27
felds001,2014,HOU,8,12,29,29,541,107,0.266,3.74
felds001,2015,HOU,5,5,18,18,325,61,0.275,3.9
felds001,2017,CIN,7,7,21,21,334,93,0.27399999999999997,4.77
floyg001,2008,CHA,17,8,33,33,619,145,0.24100000000000002,3.84
floyg001,2009,CHA,11,11,30,30,579,163,0.244,4.06
floyg001,2010,CHA,10,13,31,31,562,151,0.27399999999999997,4.08
floyg001,2011,CHA,12,13,31,30,581,151,0.247,4.37
floyg001,2012,CHA,12,11,29,29,504,144,0.259,4.29
galaa002,2008,DET,13,7,30,28,536,126,0.226,3.73
galaa002,2009,DET,6,10,29,25,431,95,0.284,5.64
galaa002,2010,DET,4,9,25,24,433,74,0.258,4.49
harrm001,2008,TEX,9,3,15,15,251,42,0.3,5.49
harrm001,2011,TEX,14,9,31,30,557,126,0.257,3.39
harrm001,2012,TEX,18,11,32,32,640,133,0.258,3.29
hochl001,2008,KCA,6,12,22,22,387,72,0.28,5.51
hochl001,2009,KCA,7,13,25,25,429,106,0.29,6.55
hochl001,2010,KCA,6,6,18,17,309,76,0.272,4.81
hochl001,2011,KCA,11,11,31,31,594,128,0.252,4.68
hochl001,2012,KCA,8,16,32,32,556,144,0.281,5.73
jurrj001,2008,ATL,13,10,31,31,565,139,0.26,3.68
jurrj001,2009,ATL,14,10,34,34,645,152,0.237,2.6
jurrj001,2010,ATL,7,6,20,20,349,86,0.27,4.64
jurrj001,2011,ATL,13,6,23,23,456,90,0.249,2.96
kersc001,2008,LAN,5,5,22,21,323,100,0.265,4.26
kersc001,2009,LAN,8,8,31,30,513,185,0.2,2.79
kersc001,2010,LAN,13,10,32,32,613,212,0.214,2.91
kersc001,2011,LAN,21,5,33,33,700,248,0.207,2.28
kersc001,2012,LAN,14,9,33,33,683,229,0.21,2.53
kersc001,2013,LAN,16,9,33,33,708,232,0.195,1.83
kersc001,2014,LAN,21,3,27,27,595,239,0.196,1.77
kersc001,2015,LAN,16,7,33,33,698,301,0.19399999999999998,2.13
kersc001,2016,LAN,12,4,21,21,447,172,0.184,1.69
kersc001,2017,LAN,18,4,27,27,525,202,0.212,2.31
kersc001,2018,LAN,9,5,26,26,484,155,0.22699999999999998,2.73
kersc001,2019,LAN,16,5,29,28,535,189,0.222,3.03
kuroh001,2008,LAN,9,10,31,31,550,116,0.253,3.73
kuroh001,2009,LAN,8,7,21,20,352,87,0.243,3.76
kuroh001,2010,LAN,11,13,31,31,589,159,0.243,3.39
kuroh001,2011,LAN,13,16,32,32,606,161,0.254,3.07
kuroh001,2012,NYA,16,11,33,33,659,167,0.249,3.32
kuroh001,2013,NYA,11,13,32,32,604,150,0.249,3.31
kuroh001,2014,NYA,11,9,32,32,597,146,0.249,3.71
laffa001,2008,CLE,5,7,16,16,281,43,0.281,4.23
laffa001,2009,CLE,7,9,25,19,365,59,0.294,4.44
laffa001,2012,TOR,4,6,22,16,302,48,0.26,4.56
lannj001,2008,WAS,9,15,31,31,546,117,0.252,3.91
lannj001,2009,WAS,9,13,33,33,619,89,0.266,3.88
lannj001,2010,WAS,8,8,25,25,430,71,0.302,4.65
lannj001,2011,WAS,10,13,33,33,554,106,0.272,3.7
lannj001,2013,PHI,3,6,14,14,223,38,0.29600000000000004,5.33
liz-r001,2008,BAL,6,6,17,17,253,57,0.29600000000000004,6.72
mortc002,2008,ATL,4,8,16,15,224,48,0.273,6.15
mortc002,2009,PIT,5,9,18,18,291,62,0.276,4.55
mortc002,2010,PIT,2,12,17,17,239,59,0.332,7.57
mortc002,2011,PIT,10,10,29,29,515,110,0.281,3.83
mortc002,2013,PIT,7,4,20,20,348,85,0.261,3.26
mortc002,2014,PIT,6,12,26,26,472,126,0.247,3.72
mortc002,2015,PIT,9,9,23,23,387,96,0.271,4.81
mortc002,2017,HOU,14,7,25,25,440,163,0.228,3.62
mortc002,2018,HOU,15,3,30,30,501,201,0.213,3.13
mortc002,2019,TBA,16,6,33,33,584,240,0.215,3.05
olsog003,2008,BAL,9,10,26,26,398,83,0.309,6.65
parrm001,2008,MIL,10,8,32,29,498,147,0.278,4.39
parrm001,2009,MIL,11,11,27,27,420,116,0.306,6.36
parrm001,2010,MIL,3,10,42,16,366,129,0.281,5.02
perkg001,2008,MIN,12,4,26,26,453,74,0.301,4.41
perkg001,2009,MIN,6,7,18,17,289,45,0.304,5.89
rasnd001,2008,NYA,5,10,24,20,340,67,0.293,5.4
reyej003,2008,ATL,3,11,23,22,339,78,0.301,5.81
reyej003,2011,TOR,5,8,20,20,330,64,0.306,5.4
reyng001,2008,COL,2,8,14,13,186,22,0.322,8.13
sancj002,2008,SFN,9,12,29,29,474,157,0.257,5.01
sancj002,2009,SFN,8,12,32,29,490,177,0.221,4.24
sancj002,2010,SFN,13,9,34,33,580,205,0.204,3.07
sancj002,2011,SFN,4,7,19,19,304,102,0.22,4.26
slowk001,2008,MIN,12,11,27,27,481,123,0.26,3.99
slowk001,2009,MIN,10,3,16,16,272,75,0.309,4.86
slowk001,2010,MIN,13,6,30,28,467,116,0.28,4.45
slowk001,2013,MIA,3,6,20,14,276,76,0.29100000000000004,4.11
smitg002,2008,OAK,7,16,32,32,571,111,0.243,4.16
volqe001,2008,CIN,17,6,33,32,588,206,0.23199999999999998,3.21
volqe001,2011,CIN,5,7,20,20,326,104,0.259,5.71
volqe001,2012,SDN,11,11,32,32,548,174,0.23600000000000002,4.14
volqe001,2013,SDN,9,10,27,27,427,116,0.29100000000000004,6.01
volqe001,2014,PIT,13,7,32,31,578,140,0.235,3.04
volqe001,2015,KCA,13,9,34,33,601,155,0.251,3.55
volqe001,2016,KCA,10,11,34,34,568,139,0.28600000000000003,5.37
volqe001,2017,MIA,4,8,17,17,277,81,0.23600000000000002,4.19
volsc001,2008,MIA,6,4,15,14,253,52,0.24,2.88
volsc001,2009,MIA,9,13,29,29,477,107,0.278,5.21
volsc001,2010,MIA,12,9,30,30,525,102,0.27699999999999997,4.58
volsc001,2011,MIA,5,13,29,29,497,117,0.289,4.89
volsc001,2012,CHN,3,12,21,21,334,61,0.306,6.31
wellt002,2008,SLN,13,9,32,32,575,134,0.245,3.71
wellt002,2009,SLN,7,10,28,21,367,78,0.32799999999999996,5.89
andeb004,2009,OAK,11,11,30,30,526,150,0.265,4.06
andeb004,2010,OAK,7,6,19,19,337,75,0.257,2.8
andeb004,2011,OAK,3,6,13,13,250,61,0.27,4.0
andeb004,2015,LAN,10,9,31,31,541,116,0.278,3.69
andeb004,2018,OAK,4,5,17,17,241,47,0.285,4.48
andeb004,2019,OAK,13,9,31,31,528,90,0.265,3.89
bailh001,2009,CIN,8,5,20,20,340,86,0.266,4.53
bailh001,2010,CIN,4,3,19,19,327,100,0.26,4.46
bailh001,2011,CIN,9,7,22,22,396,106,0.264,4.43
bailh001,2012,CIN,13,10,33,33,624,168,0.256,3.68
bailh001,2013,CIN,11,12,32,32,627,199,0.23399999999999999,3.49
bailh001,2014,CIN,9,5,23,23,437,124,0.247,3.71
bailh001,2017,CIN,6,9,18,18,273,67,0.309,6.43
bailh001,2018,CIN,1,14,20,20,319,75,0.313,6.09
bailh001,2019,KCA,7,6,18,18,270,81,0.258,4.8
bailh001,2019,OAK,6,3,13,13,220,68,0.254,4.3
bergb002,2009,BAL,7,5,19,19,370,65,0.265,3.43
bergb002,2010,BAL,8,12,30,28,510,81,0.285,4.98
berkj001,2009,BAL,6,12,24,24,359,66,0.327,6.54
buckb002,2009,ARI,4,6,16,13,232,64,0.306,6.4
cahit001,2009,OAK,10,13,32,32,536,90,0.27,4.63
cahit001,2010,OAK,18,8,30,30,590,118,0.22,2.97
cahit001,2011,OAK,12,14,34,34,623,147,0.26899999999999996,4.16
cahit001,2012,ARI,13,12,32,32,600,156,0.25,3.78
cahit001,2013,ARI,8,10,26,25,440,102,0.261,3.99
cahit001,2014,ARI,3,12,32,17,332,105,0.285,5.61
cahit001,2018,OAK,7,4,21,20,330,100,0.22699999999999998,3.76
cecib001,2009,TOR,7,4,18,17,280,69,0.308,5.3
cecib001,2010,TOR,15,7,28,28,518,117,0.264,4.22
cecib001,2011,TOR,4,11,20,20,371,87,0.256,4.73
chamj002,2009,NYA,9,6,32,31,472,133,0.27399999999999997,4.75
detwr001,2009,WAS,1,6,15,14,227,43,0.289,5.0
detwr001,2012,WAS,10,8,33,27,493,105,0.24100000000000002,3.4
detwr001,2013,WAS,2,7,13,13,214,39,0.315,4.04
geerj001,2009,SDN,1,7,19,17,308,54,0.28800000000000003,5.96
gonzg003,2009,OAK,6,7,20,17,296,109,0.28800000000000003,5.75
gonzg003,2010,OAK,15,9,33,33,602,171,0.22899999999999998,3.23
gonzg003,2011,OAK,16,12,32,32,606,197,0.23,3.12
gonzg003,2012,WAS,21,8,32,32,598,207,0.20600000000000002,2.89
gonzg003,2013,WAS,11,8,32,32,587,192,0.231,3.36
gonzg003,2014,WAS,10,10,27,27,476,162,0.23,3.57
gonzg003,2015,WAS,11,8,31,31,527,169,0.26899999999999996,3.79
gonzg003,2016,WAS,11,11,32,32,532,171,0.262,4.57
gonzg003,2017,WAS,15,9,32,32,603,188,0.21600000000000003,2.96
gonzg003,2018,WAS,7,11,27,27,437,126,0.272,4.57
gonzg003,2019,MIL,3,2,19,17,262,78,0.23399999999999999,3.5
hanst001,2009,ATL,11,4,21,21,383,116,0.225,2.89
hanst001,2010,ATL,10,11,34,34,608,173,0.239,3.33
hanst001,2011,ATL,11,7,22,22,390,142,0.21899999999999997,3.6
hanst001,2012,ATL,13,10,31,31,524,161,0.271,4.48
hanst001,2013,ANA,4,3,15,13,219,56,0.28600000000000003,5.42
happj001,2009,PHI,12,4,35,23,498,119,0.244,2.93
happj001,2010,HOU,5,4,13,13,216,61,0.23,3.75
happj001,2011,HOU,6,15,28,28,469,134,0.265,5.35
happj001,2012,HOU,7,9,18,18,313,98,0.275,4.83
happj001,2013,TOR,5,7,18,18,278,77,0.25,4.56
happj001,2014,TOR,11,11,30,26,474,133,0.261,4.22
happj001,2015,SEA,4,6,21,20,326,82,0.27899999999999997,4.64
happj001,2016,TOR,20,4,32,32,585,163,0.231,3.18
happj001,2017,TOR,10,11,25,25,436,142,0.252,3.53
happj001,2018,TOR,10,6,20,20,342,130,0.22899999999999998,4.18
happj001,2019,NYA,12,8,31,30,484,140,0.258,4.91
hernd002,2009,BAL,4,10,20,19,304,68,0.28800000000000003,5.42
holld003,2009,TEX,8,13,33,21,415,107,0.28800000000000003,6.12
holld003,2011,TEX,16,5,32,32,594,162,0.262,3.95
holld003,2012,TEX,12,7,29,27,526,145,0.243,4.67
holld003,2013,TEX,10,9,33,33,639,189,0.259,3.42
holld003,2016,TEX,7,9,22,20,322,67,0.276,4.95
holld003,2017,CHA,7,14,29,26,405,104,0.29,6.2
holld003,2018,SFN,7,9,36,30,514,169,0.24100000000000002,3.57
huffd001,2009,CLE,11,8,23,23,385,65,0.301,5.61
huffd001,2010,CLE,2,11,15,15,239,37,0.31,6.21
huntt002,2009,TEX,9,6,19,19,336,64,0.259,4.1
huntt002,2010,TEX,13,4,23,22,384,68,0.255,3.73
huntt002,2012,BAL,7,8,33,20,401,77,0.302,5.45
karsj001,2009,PIT,4,6,39,13,324,52,0.27899999999999997,5.42
karsj001,2010,PIT,3,10,26,19,368,72,0.3,4.92
karsj001,2011,PIT,9,9,30,26,487,96,0.263,3.38
karsj001,2012,PIT,5,4,19,15,272,66,0.256,3.97
kawak001,2009,ATL,7,12,32,25,469,105,0.26,3.86
kawak001,2010,ATL,1,10,18,16,262,59,0.284,5.15
martj005,2009,WAS,5,4,15,15,231,37,0.27899999999999997,4.44
marts001,2009,WAS,5,3,15,15,257,34,0.255,5.25
mazzv001,2009,OAK,4,9,17,17,274,59,0.319,5.32
