dt,ANA,ARI,ATL,BAL,BOS,CHA,CHN,CIN,CLE,COL,DET,HOU,KCA,LAN,MIA,MIL,MIN,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TBA,TEX,TOR,WAS
2000-04-11,1506.3261872145158,1528.5814918625515,1504.4169383019184,1523.9877612040536,1487.80986589533,1507.4961502304548,1483.1828293181193,1488.9051924466223,1518.4152905424664,1495.2261015140741,1476.006671407675,1490.9958568425145,1513.00818802821,1498.2283421975299,1499.0046903132911,1510.820926555136,1488.7957995278798,1499.0989220493605,1486.4622779951337,1495.2538012400755,1497.050299019722,1490.3130655218883,1493.7167267889831,1513.1107189625804,1493.478211571438,1530.0760174344946,1480.6983993803494,1504.3984218093494,1485.5938225076993,1509.5410323165831
2000-04-12,1512.1186223511006,1520.608959540723,1504.4169383019184,1516.9889873519805,1494.5489182346496,1513.2103097820589,1483.1828293181193,1495.7880513357509,1524.2050719861693,1488.3432426249456,1484.207164885156,1485.819662750421,1520.0069618802831,1504.7085352841955,1499.0046903132911,1510.820926555136,1482.0567471885602,1499.0989220493605,1486.4622779951337,1489.4640197963727,1497.050299019722,1484.3904336163241,1501.6892591108117,1504.9102254850993,1486.9980184847723,1535.252211526588,1474.9842398287453,1504.3984218093494,1479.8013873711145,1515.4636642221474
2000-04-13,1504.3354281442892,1513.2786471301984,1496.9527669619906,1510.5434353521355,1500.7285637144348,1518.5218051295642,1490.647000658047,1488.8651302038918,1529.5884248697819,1495.2661637568046,1478.292654083115,1494.3206303246131,1526.4525138801282,1504.7085352841955,1506.0036441017728,1503.8219727666544,1475.877101708775,1505.959301867179,1480.2451674960698,1484.08066691276,1503.2674095187858,1492.255949807885,1509.0195715213363,1510.8247362871405,1486.9980184847723,1526.751243952396,1469.67274448124,1497.538041991531,1487.584581577926,1507.5981480305866
2000-04-14,1504.3354281442892,1519.7047019682366,1490.0769746599601,1504.6022561246396,1506.4224323679446,1509.8531180960927,1497.5227929600776,1488.8651302038918,1529.5884248697819,1503.0746144203272,1486.285078484223,1494.3206303246131,1532.3936931076241,1510.7199304947594,1499.3303205244947,1510.4952963439325,1470.1832330552652,1512.2716531705462,1487.7141872471022,1484.08066691276,1495.7983897677534,1499.4965658718056,1502.593516683298,1502.8323118860324,1480.9866232742083,1518.9427932888734,1478.3414315147115,1491.2256906881637,1487.584581577926,1500.3575319666659
2000-04-15,1497.9542615673745,1524.9393413039124,1497.3919875145946,1496.4866379490331,1498.979589426282,1516.2342846730073,1491.0059634794734,1483.142347461475,1521.6610892225544,1510.240709010345,1492.6864340594066,1501.2372490866815,1525.0258942882383,1516.4427132371761,1505.847150005099,1503.180283489298,1478.2988512308716,1519.639451989932,1494.7711828531737,1491.5235098544226,1489.3530460454856,1492.4395702657341,1495.6768979212297,1508.9660923209779,1475.7519839385325,1511.7766986988556,1471.940075939528,1499.1530263353911,1481.4508011429805,1506.8028756889337
2000-04-16,1505.2122874725903,1529.8168325520276,1491.0182499116258,1502.5149341779581,1505.2888746596102,1508.9762587677915,1498.2047773990257,1490.9087388402634,1514.264447859464,1510.240709010345,1485.205848131123,1494.3854840028355,1518.2481007079043,1508.6763218583878,1498.6483360855466,1509.5540210922668,1472.2705550019466,1526.417245570266,1488.0349798504674,1485.2142246210944,1489.3530460454856,1499.1757732684405,1502.5286630050757,1514.6559244926052,1470.8744926904174,1511.7766986988556,1479.4206618678115,1506.5496676984815,1475.7609689713531,1506.8028756889337
2000-04-17,1511.9560484031451,1529.8168325520276,1498.2747811219897,1508.1250057905397,1511.138684199614,1502.2324978372367,1491.6066195350522,1498.1336298841418,1520.5379437674292,1503.7614517272618,1478.2696472378284,1488.129228897101,1512.0107913383767,1501.4514308145094,1505.24649394952,1502.297489881903,1466.660483389365,1532.6545549397936,1495.083140813531,1479.3644150810906,1496.6805218077552,1492.127612305377,1508.7849181108102,1519.9397777202423,1470.8744926904174,1518.2559559819388,1486.3568627611062,1500.2761717905164,1470.477115743716,1499.475399926664
2000-04-18,1503.5619330647435,1522.3289908632246,1498.2747811219897,1508.1250057905397,1503.3395663904216,1502.2324978372367,1485.452509935803,1498.1336298841418,1520.5379437674292,1511.2492934160648,1478.2696472378284,1488.129228897101,1512.0107913383767,1501.4514308145094,1511.4006035487694,1502.297489881903,1466.660483389365,1538.0864147709574,1495.083140813531,1487.163532890283,1496.6805218077552,1492.127612305377,1508.7849181108102,1519.9397777202423,1470.8744926904174,1518.2559559819388,1486.3568627611062,1494.8443119593526,1478.8712310821177,1499.475399926664
2000-04-19,1509.3691884945217,1528.4076044735841,1504.8158390776464,1508.1250057905397,1509.1171295098916,1509.5290204837193,1479.3693634187846,1490.4962286396067,1512.7439071279393,1505.1706798057053,1472.4920841183584,1482.0154194144127,1503.4694699726901,1507.5652402971978,1517.2338277118163,1495.3798694256727,1475.2018047550516,1543.1393651841665,1502.0007612697611,1494.9575695297729,1490.1394638520985,1486.29438814233,1502.6361252959439,1512.6432550737597,1478.5118939349525,1524.404748796805,1486.3568627611062,1489.7913615461434,1473.0639756523394,1505.5585464436824
2000-04-20,1501.1821769129144,1534.0089053233437,1510.8291494210457,1513.8947627816294,1514.4809938142835,1516.239011139298,1473.7657919629141,1496.6748894827194,1505.4877126702775,1499.5693789559457,1467.1282198139666,1489.5497786309716,1495.6132990139868,1500.030881080639,1509.5571783795835,1489.0640122653028,1483.057975713755,1547.8480846560585,1508.316618430131,1502.2137639874347,1484.1261535086992,1493.9710374745628,1496.933220677914,1505.933264418181,1472.3332330918397,1530.1076534148349,1480.5871057700165,1485.0826420742515,1481.2509872339467,1511.1621178995529
2000-04-21,1493.667547959359,1539.2013043200652,1516.3888707946649,1519.2490397451475,1514.4809938142835,1516.239011139298,1481.7386636286399,1502.380479729155,1511.9854865209331,1494.3769799592242,1467.1282198139666,1489.5497786309716,1488.398582714613,1500.030881080639,1515.547209204911,1483.1950660569037,1490.2726920131288,1547.8480846560585,1514.1855646385302,1495.715990136779,1478.56643213508,1487.9810066492353,1491.6515551943642,1505.933264418181,1466.6276428454041,1535.3893188983848,1475.2328288064984,1485.0826420742515,1488.7656161875022,1503.1892462338271
2000-04-22,1499.717188881811,1530.2339783464938,1521.8604623500921,1525.0114842581156,1514.4809938142835,1520.9943776770483,1481.7386636286399,1495.6944344511048,1511.9854865209331,1502.3067076003583,1462.3728532762163,1482.9639852398195,1482.4439756021955,1506.716926358689,1507.627846647538,1477.3399140232434,1496.7986161660922,1538.9308176639531,1514.1855646385302,1489.953545623811,1486.485794692453,1482.509415093808,1498.2373485855162,1511.8878715305984,1475.5949688189755,1527.4595912572506,1469.1831878840464,1478.556717921288,1497.6828831796076,1509.0443982674874
2000-04-23,1491.7427746652584,1521.8079248013037,1526.9032396075124,1530.3651671247317,1514.4809938142835,1525.4309403870648,1476.4274961516142,1489.5005586638213,1511.9854865209331,1509.7582928003026,1457.9362905662,1476.8675786011293,1476.956514650715,1512.9108021459726,1513.4000641218313,1485.1010681491969,1489.3728520466054,1530.705814821355,1519.496732115556,1484.5998627571948,1480.7135772181598,1477.4666378363877,1504.3337552242065,1517.3753324820789,1484.0210223641657,1520.0080060573064,1477.157602100599,1485.9824820407748,1505.9078860222057,1501.283244141534
