dt,ANA,ARI,ATL,BAL,BOS,CHA,CHN,CIN,CLE,COL,DET,HOU,KCA,LAN,MIA,MIL,MIN,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TBA,TEX,TOR,WAS
2005-06-12,1526.776315696545,1494.790828580767,1504.4862159084714,1506.1797499291768,1509.7652065899053,1545.240711932828,1539.909944544088,1467.983605345105,1514.0607652324086,1464.0059080446706,1490.3084352595772,1506.9970649697946,1459.6552299190073,1509.0111600094099,1495.052618911156,1477.0241447031017,1529.09006790212,1487.4814634924155,1506.3020240927883,1458.221219341898,1559.252582335162,1516.9137760256242,1538.181567179423,1481.3855138111278,1455.5270750064287,1535.4418816507164,1401.767946610073,1498.5564233725236,1481.277614373245,1547.5406159348029
2005-06-13,1532.601446247377,1486.8614891392504,1496.2008033964048,1497.969071042384,1517.3013733143325,1551.4596664381581,1532.3737778196607,1476.1942842318977,1518.6904421316808,1471.7989867208157,1482.515356583432,1512.579662733321,1467.584569360524,1516.3063079662652,1488.5444889229075,1473.4556042037598,1521.7949199452646,1482.7270569938944,1500.4768935419563,1466.5066318539646,1562.821122834504,1506.5373155636805,1531.9626126740927,1477.2720117005465,1450.8973981071565,1540.1962881492375,1412.1444070720167,1505.0645533607722,1475.6950166097186,1551.6541180453842
2005-06-14,1539.7968101708516,1495.5404260667126,1489.8952905562294,1505.1688707248848,1522.3410098325116,1542.780729510696,1524.243506216784,1471.1546477137185,1518.6904421316808,1471.7989867208157,1482.515356583432,1505.3798630508202,1467.584569360524,1516.3063079662652,1496.6747605257842,1464.0038573710324,1521.7949199452646,1482.7270569938944,1500.4768935419563,1466.5066318539646,1562.821122834504,1506.5373155636805,1531.9626126740927,1477.2720117005465,1450.8973981071565,1531.0319402517796,1421.5961539047441,1511.3700662009476,1484.8593645071765,1544.4587541219096
2005-06-15,1533.5557268339828,1503.6636895954302,1497.310868155309,1511.7421049086124,1526.9781930831552,1534.6574659819782,1529.7716291017116,1466.517464463075,1523.4969028022401,1466.9925260502564,1491.0612388791737,1498.8066288670925,1476.1993354063802,1507.691541920409,1491.1466376408566,1469.3374253222303,1525.7690429043168,1490.351472103223,1492.3909011000092,1474.5926242959117,1553.0038612466456,1498.912900454352,1523.416730378351,1487.089273288405,1446.9232751481043,1536.0125409145114,1416.2625859535462,1503.954488601868,1479.8787638444446,1550.6998374587783
2005-06-16,1527.7276903526397,1498.3703986015762,1490.9349722448533,1517.8051769256226,1531.3058244818983,1539.9507569758323,1521.8047511030857,1462.1898330643319,1527.9454353889373,1462.5439934635592,1498.900238709258,1492.7435568500823,1484.123835561126,1499.7670417656632,1499.1135156394826,1460.2226594413335,1516.528909435076,1497.3494555675557,1484.932159727847,1482.051365668074,1543.8895406287756,1491.9149169900193,1515.5777305482668,1496.2035939062748,1456.163408617345,1527.1536577639856,1425.377351834443,1510.3303845123237,1488.7376469949704,1556.5278739401215
2005-06-17,1527.7276903526397,1498.3703986015762,1496.6525850737396,1517.8051769256226,1531.3058244818983,1539.9507569758323,1521.8047511030857,1456.4722202354455,1532.1118325474915,1458.377596305005,1506.1739331261208,1492.7435568500823,1491.4373681212328,1492.4535092055564,1499.1135156394826,1460.2226594413335,1507.792013739999,1503.8061279055362,1491.5609719084148,1475.422553487506,1548.768523351463,1485.4582446520387,1508.304036131404,1491.3246111835874,1464.9003043124221,1527.1536577639856,1425.377351834443,1510.3303845123237,1488.7376469949704,1556.5278739401215
2005-06-18,1533.1568508316118,1493.1668138846246,1501.952696256047,1509.1325525982747,1536.090702929693,1544.6569347023533,1514.4684380430656,1451.1721090531382,1537.315417264443,1467.0502206323529,1498.0428629662056,1499.34496995847,1484.835955012845,1487.7473314790354,1493.6843551605104,1454.6321406216894,1514.4108530144417,1511.1424409655563,1484.8666001660488,1471.3642476069945,1552.8268292319747,1480.673366204244,1501.6851968569613,1498.0189829259534,1473.0313744723373,1530.4346590039856,1422.096350594443,1518.6553180909727,1494.3281658146145,1548.2029403614724
2005-06-19,1538.1586605957245,1488.3229502699821,1506.8797160539882,1514.1248142230465,1527.6621485065905,1549.0402009908594,1507.7641739447402,1446.245089255197,1542.1592808790856,1462.057959007581,1503.7182580472834,1505.4324395624378,1478.7484854088773,1483.3640651905293,1488.6825453963977,1462.8107936588178,1507.373562872328,1517.8467050638817,1478.7263047468755,1481.13300119225,1543.058075646719,1489.1019206273465,1508.722486999075,1504.1592783451267,1467.3559793912596,1533.5600707373724,1418.9709388610563,1526.3266847038603,1486.149512777486,1540.5315737485848
2005-06-20,1529.9185454400429,1483.8384872198653,1497.6452871014058,1518.7656318228685,1532.7287446228534,1553.1100111682501,1501.5944296896723,1455.4795182077794,1546.6437439292024,1457.4171414077591,1508.928846070101,1497.6942520753369,1486.4866728959782,1479.2942550131386,1496.9226605520794,1470.430504770689,1500.862293507385,1524.0164493189495,1473.0670794587243,1490.1486577547548,1534.0424190842143,1484.0353245110837,1515.233756364018,1509.818503633278,1462.145391368442,1536.5238415344359,1416.0071680639928,1520.3213500997651,1478.529801665615,1546.53690835268
2005-06-21,1536.0400880536683,1476.1495772825049,1497.6452871014058,1510.5464367052666,1539.6640728651682,1557.1624039944595,1507.1653387251183,1451.6438007628485,1539.7084156868875,1452.2765718611242,1508.928846070101,1502.8348216219717,1482.4342800697689,1474.0460197563705,1496.9226605520794,1464.859595735243,1500.862293507385,1513.8903591536746,1473.0670794587243,1497.4823013406283,1534.0424190842143,1479.6307708966194,1520.4819916207862,1502.4848600474045,1469.8343013058025,1540.3595589793667,1426.1332582292678,1514.1998074861397,1486.7489967832169,1550.9414619671443
2005-06-22,1541.6647291953957,1482.6991585348871,1504.2483661264132,1516.275914586616,1546.091587635763,1560.9368523423889,1512.3350775062704,1461.7735710646637,1533.2809009162927,1447.5345769310343,1515.2196453084744,1507.5768165520617,1478.6598317218395,1469.1960586865466,1490.319581527072,1459.6898569540908,1494.5714942690115,1517.3853809424115,1481.7503734555694,1504.275298169917,1525.3591250873692,1488.9890761619104,1525.33195269061,1495.6918632181157,1463.2847200534202,1530.2297886775516,1422.6382364405308,1508.5751663444123,1481.0195189018675,1541.5831567018533
2005-06-23,1546.8646409242533,1475.1046316266772,1510.2801106929332,1508.2290149894905,1552.069136769234,1564.4764285429153,1503.5057776638791,1471.121440293068,1527.3033517828217,1443.1288276230787,1521.0603510323879,1511.9825658600173,1475.120255521313,1477.7912883839444,1484.2878369605519,1468.519156796482,1488.730788545098,1507.6062621283027,1476.8210872808318,1497.315188623023,1530.2884112621068,1484.256015881867,1516.7367229932122,1502.6519727650098,1470.87924696163,1520.8819194491473,1432.4173552546397,1503.3752546155547,1489.066418498993,1546.3162169818968
2005-06-24,1546.8646409242533,1481.731195592763,1502.705541162251,1500.8129490367448,1552.069136769234,1564.4764285429153,1495.392721302479,1471.121440293068,1527.3033517828217,1443.1288276230787,1513.16306973591,1511.9825658600173,1475.120255521313,1485.8223243879074,1491.8624064912342,1476.6322131578822,1496.6280698415758,1498.3519638145706,1485.2810062303474,1504.1201270285826,1521.8284923125912,1492.1972386657199,1508.7056869892492,1495.8470343594502,1464.2526829955443,1512.9406966652944,1441.6716535683718,1503.3752546155547,1496.4824844517386,1546.3162169818968
2005-06-25,1551.146814184741,1489.6240978500502,1509.1969909093336,1494.3214992896621,1557.4704473266452,1568.4035057007482,1491.4656441446461,1479.6154758963482,1518.8093161795414,1451.2693139349697,1505.2701674786229,1518.237937663591,1466.979769209422,1481.5401511274197,1496.8024313751341,1484.14992200089,1489.110360998568,1491.2548953659966,1492.3780746789214,1509.2181469687198,1516.42718175518,1486.3846407760252,1501.6089289387971,1502.9437924099022,1459.1546630554071,1518.753294554989,1436.7316286844718,1497.119882811981,1491.8259093755728,1550.9727920580626
2005-06-26,1555.0908095388395,1483.5628157217302,1515.1738584349755,1488.3446317640203,1562.515260842114,1559.4774220744487,1500.3917277709456,1474.5472204158689,1523.8775716600207,1458.7349977631743,1511.331449606943,1510.854575996819,1459.5140853812175,1477.5961557733212,1501.4041695632127,1491.0452853753147,1482.2149976241433,1484.6390717498996,1498.9938982950184,1513.9388181590944,1511.3823682397112,1481.0237332289205,1508.2995734282467,1496.2531479204526,1454.4339918650326,1524.1142021020937,1432.1298904963933,1504.503244478753,1487.4967064116497,1555.3019950219857
2005-06-27,1558.8038877935328,1491.3090728002844,1520.6860917614508,1482.832398437545,1567.2198848173716,1551.0695208150742,1508.7996290303201,1469.855368438678,1528.5694236372117,1465.5787724248241,1503.5851925283887,1517.2314642435888,1452.6703107195676,1473.883077518628,1505.7005655719151,1484.0332350999508,1489.2270478995072,1491.8498990340568,1491.7830710108612,1518.322638316383,1506.6777442644536,1489.1638154474276,1514.452180530176,1490.1005408185233,1450.0501717077439,1515.9741198835866,1427.8334944876908,1498.1263562319832,1496.307299388455,1546.4914020451804
2005-06-28,1563.224521622184,1491.3090728002844,1526.7499809162816,1476.476874397987,1559.4795241320237,1551.0695208150742,1508.7996290303201,1469.855368438678,1536.3097843225596,1460.7364957671255,1503.5851925283887,1522.0737409012875,1447.3693446603247,1482.2241707463245,1499.6366764170843,1484.0332350999508,1494.52801395875,1498.2054230736146,1491.7830710108612,1518.322638316383,1506.6777442644536,1489.1638154474276,1506.1110873024795,1490.1005408185233,1450.0501717077439,1515.9741198835866,1437.392799870662,1493.705722403332,1486.7479940054839,1546.4914020451804
2005-06-29,1567.341494750315,1483.1307293461832,1532.3578225812146,1484.0007870816273,1552.2792368042735,1555.898149441021,1514.4551271310715,1464.9798067197667,1543.5100716503098,1469.903851692679,1498.756563902442,1512.906384975734,1442.5194802807014,1476.4229212944254,1494.0288347521514,1478.3777369991994,1499.3778783383734,1490.6815103899744,1499.037922464926,1523.8102263790786,1499.422892810389,1484.761494323562,1511.9123367543787,1484.6129527558278,1458.228515161845,1520.8496816024979,1432.4281650636624,1489.588749275201,1491.7126288124834,1550.893723169046
2005-06-30,1557.875998941372,1475.528230830258,1524.2437959423974,1484.0007870816273,1558.3263361882996,1560.4019275167575,1519.6803597421658,1460.453675398938,1537.4629722662837,1464.7825395234995,1494.2527858267053,1518.0276971449134,1451.210148362893,1484.536091936448,1502.1428613909686,1473.1525043881052,1490.6872102561817,1490.6815103899744,1492.3950546567453,1528.8717629596633,1506.0657606185696,1480.6561489079518,1503.799166112356,1479.551416175243,1465.8310136777702,1525.3758129233265,1427.7800257174301,1499.054245084144,1496.3607681587157,1554.9990685846562
2005-07-01,1549.0816757822438,1468.4092580543047,1516.766634305423,1479.315591608832,1558.3263361882996,1564.6283823641386,1511.4596905350895,1455.8152647510935,1542.148167739079,1473.5279363255527,1490.0263309793243,1522.6661077927579,1451.210148362893,1484.536091936448,1509.620023027943,1481.3731735951815,1490.6872102561817,1490.6815103899744,1499.6074154161138,1533.5715978963058,1498.853399859201,1476.8208318322925,1503.799166112356,1474.8515812386006,1472.9499864537236,1516.6304161212734,1427.7800257174301,1507.8485682432722,1496.3607681587157,1558.8343856603155
2005-07-02,1552.4202753039708,1462.3274196039629,1522.7408996320357,1474.9568481812728,1549.8109281736463,1557.01374573061,1506.6709532163309,1451.4931485609352,1546.5069111666382,1468.5375878406205,1496.689151783297,1526.9882239829162,1447.871548841166,1490.6179303867898,1502.5887867483434,1487.9202905429906,1495.0278764815087,1484.0186895860018,1506.6386516957134,1541.1862345298343,1492.8791345325883,1470.2737148844833,1495.988501492366,1469.3828021770698,1480.7606510737137,1521.6207646062055,1423.4393594921032,1513.317347304803,1504.876176173369,1563.6231229790742
2005-07-03,1555.5695889262354,1470.1190117390745,1514.9257461483721,1484.2489864734582,1554.598136523814,1562.8558536574465,1502.1708429508458,1447.4846196363324,1537.2147728744528,1477.0490785732486,1489.6134648237803,1530.996752907519,1444.7222352189015,1482.8263382516782,1509.3538437760806,1493.9304143710463,1499.0618645748405,1491.0943765455183,1499.8735946679762,1535.344126602998,1500.694288016252,1464.2635910564277,1502.0763752894,1464.3092378430342,1474.6727772766797,1513.1092738735774,1419.4053713987714,1518.3909116388386,1500.0889678232013,1568.1232332445593
2005-07-04,1558.559221136434,1477.3261589613678,1521.0385368134255,1479.565933067173,1546.306940216409,1555.378141837405,1497.984875384821,1443.6827350508738,1541.897826280738,1471.8237520871746,1483.0304588516503,1534.7986374929776,1441.7326030087029,1475.6191910293849,1515.6450010229553,1486.1280172855616,1502.837622693665,1497.6773825176483,1493.5824374211015,1542.8218384230393,1494.5814973511985,1472.0659881419124,1507.6922535049875,1473.1350348245346,1469.056899061092,1518.3346003596514,1415.6296132799469,1509.5651146573382,1508.3801641306063,1572.3092008105841
2005-07-05,1550.2566599283539,1472.1627478725663,1526.7120282810515,1473.6301070276354,1538.4117869149025,1557.4976499955228,1492.311383917195,1451.4691419915473,1546.219789155043,1465.211574248828,1478.7084959773454,1540.2895620432591,1436.0896795013095,1482.2313688677316,1507.9671463621162,1493.8058719464007,1511.140183901745,1503.613208557186,1502.642460430007,1542.8218384230393,1500.4870719522282,1466.1604135408827,1502.201328954706,1478.777958331928,1461.2704921204186,1523.4980114484529,1413.5101051218292,1517.4602679588447,1508.3801641306063,1563.2491778016786
2005-07-06,1555.2402037337204,1467.374543579073,1531.9559090129726,1468.1813039373553,1544.1372098653223,1559.5354453212233,1487.0675031852738,1458.653951312886,1537.4434763675908,1472.6954010108986,1487.4848087647974,1545.3659399662113,1444.6059974924608,1474.7475421056608,1500.8247274747634,1500.9482908337534,1506.1566400963786,1509.062011647466,1498.3909448196111,1548.1171563596909,1492.352712747424,1474.294772745687,1497.1249510317539,1470.2616403407767,1454.08568279908,1528.2862157419463,1411.4723097961287,1511.7348450084248,1503.0848461939547,1567.5006934120745
2005-07-07,1559.8512622416154,1462.9106139601374,1531.9559090129726,1468.1813039373553,1549.4951900048304,1561.4898026701774,1487.0675031852738,1451.6032430002913,1529.1910110327435,1466.0125677846663,1495.7372740996448,1550.0710392574688,1452.4778675174139,1481.4303753318932,1507.4593153027213,1494.3137030057956,1501.5455815884836,1509.062011647466,1507.1825755015177,1539.826800115008,1498.4207159600642,1468.2267695330468,1492.4198517404964,1462.3897703158236,1461.1363911116746,1532.7501453608818,1409.5179524471746,1506.3768648689168,1511.3752024386376,1558.709062730168
2005-07-08,1550.298328445616,1472.2880638703077,1536.767398313426,1477.8480045583894,1539.8284893837963,1561.4898026701774,1482.2560138848205,1445.1410913994766,1521.8726997024637,1473.399812109922,1499.5375298769716,1541.5786818894192,1461.1585774023877,1474.0431310066374,1513.5676518371995,1488.2053664713173,1492.8648717035098,1516.380322977746,1515.4471551617166,1532.1968237098495,1490.4540246606227,1476.1934608324882,1500.912209108546,1471.9427041118229,1467.5985427124892,1523.3726954507115,1405.7176966698478,1506.3768648689168,1519.005178843796,1550.444483069969
2005-07-09,1541.2349812019393,1464.498611011354,1541.4738994206407,1473.4517156171967,1544.224778324989,1554.094040727807,1490.0103075923735,1452.9305442584305,1515.1296485249752,1467.7077532331875,1503.113409378895,1545.6515935058424,1455.6071147628375,1469.9702193902142,1505.8133581296465,1483.4988653641026,1498.41633434306,1523.1233741552344,1507.1762003991794,1539.59258565222,1485.982711836838,1484.4644155950255,1506.6042679852806,1481.0060513554997,1462.900164644445,1528.0710735187556,1402.1418171679243,1513.399143802408,1511.982899910305,1554.9157958937537
2005-07-10,1532.658274062478,1457.2534079161264,1532.9235004628276,1482.7651849930523,1534.9113089491334,1547.209903552728,1497.224951875213,1460.175747353658,1521.9036094037274,1475.929230999615,1492.3281876075698,1549.4464110293973,1464.032424130629,1466.1754018666593,1498.598713846807,1492.0492643219156,1489.9910249752686,1516.3494132764822,1499.57171346721,1546.4767228272988,1495.2320925463969,1492.0689025269949,1498.3827902188532,1489.582758494961,1472.186454762315,1518.7847834008858,1412.9270389392495,1519.9013608087407,1505.4806829039721,1545.6664151841949
2005-07-14,1524.5481653465736,1464.131935954291,1524.9396866533375,1491.3620345826994,1526.3144593594864,1540.794019649981,1503.9038247382146,1453.2972193154933,1515.164705637108,1470.0545865610468,1496.3403593598396,1553.0098892441608,1458.2799486012575,1462.6119236518957,1491.9198409838054,1500.0330781314058,1495.74350050464,1523.0883170431016,1505.971667217451,1552.8926067300458,1503.7831688086328,1485.6689487767537,1504.2574346574213,1497.6928672108654,1467.1785226629954,1523.7927155002053,1408.9148671869798,1525.888548256987,1499.493495455726,1537.115338921959
2005-07-15,1530.0853110057105,1472.280386297981,1517.5992190476893,1498.2408557394233,1519.6931276342432,1546.3665643061452,1509.834106100241,1453.2972193154933,1509.5921609809438,1470.0545865610468,1488.2968122851669,1553.0098892441608,1466.3234956759302,1455.9545282026784,1485.7357052818525,1508.0612830155676,1490.206354845503,1529.7096487683448,1513.3121348230993,1558.302586524866,1509.9673045105858,1479.7386674147274,1496.1089843137313,1490.8140460541415,1473.8359181122128,1523.7927155002053,1418.6598146976976,1520.4785684621668,1489.748547945008,1529.0871340377971
2005-07-16,1535.23003797623,1466.5132906814104,1524.0250905094183,1504.6107314869328,1526.5642336515666,1551.5473711846216,1515.2833646838747,1460.7934044543242,1504.4113541024674,1462.5584014222159,1494.1061129437137,1545.3538645340618,1460.5141950173834,1449.8222676382757,1493.2612519772122,1515.4615577418535,1485.0616278749835,1522.8385427510214,1506.8862633613703,1563.3009505337418,1502.441757815226,1474.2894088310936,1501.876079930302,1484.444170306632,1479.9681786766155,1531.4487402103043,1414.6075843421497,1515.480204453291,1493.800778300556,1521.6868593115112
2005-07-17,1526.7072794658848,1461.1972463439545,1529.9731610419979,1497.148450343515,1519.9317602076273,1556.3856381594512,1507.1949174877245,1467.687312436215,1499.5730871276378,1455.664493440325,1499.4509912595888,1538.302542553402,1455.1693167015083,1457.8714137317684,1486.9693984514206,1509.1677991888,1493.5843863853288,1529.4710161949606,1500.9381928287908,1555.2940786525428,1508.7336113410176,1482.3778560272438,1507.192124267758,1491.9064514500499,1471.9190325831228,1538.5000621909642,1424.0823726493202,1523.48707633449,1484.3259899933855,1527.9806178645647
2005-07-18,1532.0765253025334,1469.5322757977578,1522.2382747997576,1490.3121519464999,1513.7439698249411,1560.94788339852,1512.8433400627148,1473.9404817355214,1495.010841888569,1449.4113241410187,1491.2247572857532,1531.8164195292488,1463.3955506753439,1451.604257679305,1481.1846569118024,1516.4580366285759,1488.2151405486802,1535.6588065776468,1508.673079071031,1560.5041959193316,1514.5183528806358,1476.7294334522535,1498.8570948139545,1498.742749847065,1478.1861886355862,1544.9861852151173,1432.9854482756425,1518.2769590677012,1475.4229143670632,1520.6903804247888
2005-07-19,1539.6106576929444,1476.7341174157366,1527.3031050668953,1496.917214578817,1504.3633541823974,1564.878716508299,1518.1173241032686,1468.6664976949676,1500.4358162248081,1458.5346264857765,1487.293924175974,1536.5004651877014,1457.9705763391048,1451.604257679305,1473.9828152938237,1511.0389636081384,1481.610077916363,1541.5534455210345,1508.673079071031,1552.9700635289205,1514.5183528806358,1472.045387793801,1498.8570948139545,1498.742749847065,1473.1213583684485,1550.4052582355548,1442.3660639181862,1512.3823201243135,1475.4229143670632,1511.567078080031
2005-07-20,1533.6890233390368,1469.9516289070648,1518.4816064394238,1489.6409100773724,1508.6825110087168,1555.9048274906124,1522.9644407422204,1463.8193810560158,1492.2553699486152,1453.8781110706784,1496.2678131936607,1540.8650459339483,1466.1510226152977,1447.3188975945,1480.7653038024955,1518.9183728713672,1488.8863824178077,1533.9020727324273,1514.8963442545478,1558.891697882828,1518.8037129654408,1467.680807047554,1492.6338296304377,1491.1149033719712,1481.94285699592,1542.525848972326,1438.0469070918668,1520.0336929129207,1483.050760842157,1516.223593495129
2005-07-21,1528.1782253104209,1463.6168609043414,1523.8145654156056,1482.955922814484,1512.7069789099128,1547.4437828214898,1513.8930097297348,1472.8908120685014,1484.6312619684159,1462.735029807296,1504.7288578627833,1544.9499862387975,1473.775130595497,1456.4241974381098,1487.100071805219,1513.321993714054,1495.571369680696,1539.909358083357,1520.6220857400822,1564.402495911444,1509.698413121831,1463.5958667427049,1486.9080881449033,1484.1577736813247,1476.6098980197382,1548.122228129639,1434.0224391906709,1514.0264075619912,1490.0078905328035,1507.3666747585114
2005-07-22,1535.0885794957655,1463.6168609043414,1523.8145654156056,1482.955922814484,1520.3702175174353,1539.7805442139672,1505.572638042298,1481.2111837559382,1490.8896475571075,1455.9503068485908,1497.788487739769,1550.1707895398022,1467.5167450068054,1464.9924642034587,1487.100071805219,1521.050902224494,1502.5117398037105,1532.9990038980122,1525.916958888337,1569.1113429304207,1501.130146356482,1470.3805897014101,1481.6132149966486,1477.7112649536607,1476.6098980197382,1540.3933196191992,1434.0224391906709,1509.3175605430145,1496.4543992604674,1502.1458714575067
2005-07-23,1541.468401929662,1472.597567815239,1514.833858504708,1474.1423477216329,1514.6706154706483,1545.4801462607543,1500.3699560774935,1489.4424515542871,1483.7604603358814,1463.2924392126133,1504.5717561517365,1555.0330357833757,1475.3753724446701,1473.7201219343835,1479.9339058911974,1512.819634426145,1495.728471391743,1526.6191814641159,1517.189301157412,1573.5117236298565,1507.0112410029094,1463.0384573373876,1475.7321203502213,1484.8404521748869,1483.7760639337598,1545.5960015840037,1442.836014283522,1504.9171798435787,1488.5957718226027,1497.2836252139332
2005-07-24,1547.3227833463702,1467.462716959339,1519.9687093606078,1466.0432368112079,1522.1820046696141,1537.9687570617884,1508.4794426911988,1483.661538267302,1490.4607090057223,1456.4683452261788,1510.8116845741276,1546.212364702865,1469.1690514808759,1468.7691699071308,1486.8086038279214,1518.6005477131303,1489.4885429693518,1520.7648000474076,1522.1402531846647,1577.6000364640465,1512.4432155209286,1469.8625513238221,1470.3001458322021,1478.140203505046,1476.9013659970358,1537.4865149702985,1450.935125193947,1500.8288670093887,1494.802092786397,1506.1042962944439
2005-07-25,1539.9722391049934,1476.1520122734653,1511.2794140464816,1458.6070485361436,1516.337584695917,1543.8131770354855,1516.0522404762316,1491.690527586048,1496.6267366830796,1450.207679020794,1516.5651264863163,1551.345715719312,1476.901687414984,1464.1792920236467,1493.1808602944452,1510.5715583943843,1483.735101057163,1528.1153442887844,1526.730131068149,1581.4653563553459,1517.4618731155538,1476.1232175292068,1465.281488237577,1471.9741758276887,1470.529109530512,1529.9137171852656,1458.3713134690113,1496.9635471180893,1487.0694568522888,1500.9709452779969
2005-07-26,1539.9722391049934,1470.8267574878957,1511.2794140464816,1453.2846089699933,1507.3570160008967,1548.067630317622,1520.938971385857,1483.796190855304,1493.1870015583106,1459.9282414538686,1508.1081125665355,1556.5400905006632,1472.6472341328476,1472.0736287543905,1493.1808602944452,1515.8968131799538,1483.735101057163,1528.1153442887844,1517.0095686350744,1584.9050914801148,1512.2674983342026,1476.1232175292068,1465.281488237577,1480.4311897474695,1465.6423786208866,1529.9137171852656,1467.3518821640316,1502.2859866842396,1487.0694568522888,1500.9709452779969
2005-07-27,1531.3218534616617,1465.9089634725367,1517.41882457612,1461.9404849039531,1512.5869976540926,1538.6167853234215,1512.3813478730751,1476.5600893447686,1502.4614840299225,1468.895664811719,1513.7443380654497,1561.3479388546452,1482.098079127048,1479.309730264926,1485.8576790087345,1520.8146071953129,1478.879889858072,1532.9705554878756,1508.042145277224,1575.630609008503,1507.4596499802205,1483.4463988149175,1460.884968893403,1474.7949642485553,1474.2000021336685,1534.3102365294394,1462.1219005108358,1493.6301107502798,1495.7198424956205,1494.8315347483585
2005-07-28,1523.3408153851865,1474.4876244907734,1523.0785636081,1456.4081887781729,1517.4536551338886,1529.8551287592613,1517.5324731078845,1483.4130895177557,1498.6764252487137,1463.6234114110346,1505.5434932300159,1565.8143723946382,1490.8597356912082,1472.4567300919389,1492.4676959069054,1512.2359461770761,1487.2807190206768,1524.5697263252707,1513.3143986779085,1579.4156677897117,1502.9932164402276,1476.8363819167466,1470.4625691325903,1482.9958090839891,1469.0488768988591,1524.7326362902522,1457.2552430310398,1499.16240687606,1503.7008805720957,1489.1717957163785
2005-07-29,1515.9931950727043,1482.581470947981,1528.347603777755,1451.2568929610977,1517.4536551338886,1529.8551287592613,1509.438626650677,1489.7637577546834,1504.757160439706,1458.3405702638834,1505.5434932300159,1570.3145060369932,1482.7531408644368,1466.1060618550111,1498.5423079180293,1504.0204666750165,1482.1586103892619,1529.6918349566856,1508.8142650355535,1579.4156677897117,1508.2760575873788,1470.7617699056227,1465.719994672767,1476.9150738929968,1477.2643564009188,1529.4752107500756,1465.3618378578112,1504.3137026931352,1511.0485008845778,1483.9027555467235
