Y,LogitLasso,LogitRidge,LogitElasticNet,SVC_C10,SVC_C1,SVC_C0.01,KNN_20_Uniform,KNN_10_Uniform,KNN_10_Distance,SGD
2016,0.24705565075778904,0.2472252720465434,0.24720321943095958,0.5789039967037495,0.5850844664194479,0.5723114956736712,0.2635311083642357,0.2635311083642357,0.26383232377590693,0.23995005622584498
2017,0.24594834038067953,0.24612138083855314,0.24609890087502936,0.6041152263374485,0.6061728395061728,0.5946502057613169,0.2562880658436214,0.2562880658436214,0.25706747159194665,0.23443691578563014
2018,0.24690856673151845,0.2473652867072935,0.2473196000370902,0.6093042404281598,0.6138328530259366,0.6047756278303829,0.2522231370934541,0.2522231370934541,0.2522556205701635,0.23039408711619005
2019,0.2468436189609523,0.24735803615548246,0.24730557130480688,0.6037113402061856,0.6131958762886598,0.6123711340206186,0.2496,0.2496,0.2498622790303859,0.2314031726807788
