Y,ElasticNet,RandomForest,XGBoost,Naive
2016,0.2308033420671321,0.23504248747841897,0.23665334454576317,0.47012772970745775
2017,0.23375157338195923,0.23258185362275904,0.23347104338406097,0.4604938271604938
2018,0.22371430528567982,0.22245166788602297,0.22681983797868865,0.47262247838616717
2019,0.22296994978329057,0.22318367152101337,0.22308132758186297,0.4705154639175258
