Y,LogitLasso,LogitRidge,LogitElasticNet,DecisionTree,RF,SGD,XGBoost
2016,0.2302724035012741,0.23013881039775558,0.23015162063004216,0.23576660464730206,0.23264512875178103,0.3433641781676293,0.23081808945798032
2017,0.22617993022412597,0.22592673455807305,0.2259406852106305,0.23067229902859135,0.22920764821041315,0.34098108531369736,0.2272817841395601
2018,0.22426878601288672,0.22458747495020692,0.2245576780696608,0.22599178290107041,0.2261246052072616,0.32937783420292027,0.2238419058571255
2019,0.2268714406008637,0.2273716563954037,0.22729731850366866,0.23068081967579807,0.22813157376931922,0.34047807111579775,0.22791556078879824
