Y,LogitLasso,LogitRidge,LogitElasticNet,SVC_C10,SVC_C1,SVC_C0.01,KNN_20_Uniform,KNN_10_Uniform,KNN_10_Distance,SGD
2016,0.5298722702925422,0.5298722702925422,0.5298722702925422,0.5789039967037495,0.5850844664194479,0.5723114956736712,0.5607746188710342,0.5607746188710342,0.5607746188710342,0.5789039967037495
2017,0.5399176954732511,0.5399176954732511,0.5399176954732511,0.6041152263374485,0.6061728395061728,0.5946502057613169,0.5679012345679012,0.5679012345679012,0.5633744855967078,0.6065843621399177
2018,0.5277892136681762,0.5273775216138329,0.5273775216138329,0.6093042404281598,0.6138328530259366,0.6047756278303829,0.5829559489501852,0.5829559489501852,0.5825442568958419,0.6105393165911898
2019,0.5294845360824743,0.5294845360824743,0.5294845360824743,0.6037113402061856,0.6131958762886598,0.6123711340206186,0.5847422680412371,0.5847422680412371,0.5818556701030928,0.6061855670103092
